year,subject,number,question,pass,dis
112,自然,14,14.已知DDT是一種作為殺蟲劑的化合物，難以被生物代謝。表(二)為某地區食物鏈中甲、乙、丙、丁四種生物體內含有的DDT濃度。已知其中一種生物為生產者，根據上述，下列推論何者正確？表(二)(A)食性關係可能為丙→甲→乙→丁(B)食性關係可能為丁→乙→甲→丙(C)丙生物最可能為此食物鏈中的生產者(D)甲生物最可能為此食物鏈中的三級消費者,0.56,0.5
112,自然,16,16.已知維管束植物可進行某種代謝作用，其反應式為：「甲+二氧化碳→氧氣+乙+水」。有關甲的名稱及其在植物體內主要運送的構造，下列何者最合理？(A)水，由木質部運送(B)水，由韌皮部運送(C)葡萄糖，由木質部運送(D)葡萄糖，由韌皮部運送,0.59,0.54
112,自然,20,20.表(四)為生物研究保育中心網頁中四種植物的部分資料，有關此四種植物在分類階層上的敘述，下列何者無法確定？表(四)(A)Lil-2和Lil-3為同科的植物(B)Lil-2和Myr-6為同目的植物(C)Lil-2和Lil-1為不同屬的植物(D)Lil-2和Myr-6為不同屬的植物,0.65,0.57
112,自然,22,22.人體感染微生物到發病前所經過的時間稱為「潛伏期」。圖(十一)為小杉體溫恆定範圍及近十天每天早上的體溫紀錄，已知此段時間小杉感染了微生物X，其潛伏期為1～3天，發病時的症狀之一為體溫無法維持在恆定範圍內，則下列哪一天最可能為小杉初次感染此微生物的時間？(A)第1天(B)第3天(C)第6天(D)第8天,0.69,0.51
112,自然,23,23.甲、乙兩個質量相同的物體，靜置於無摩擦力的水平桌面上，甲、乙分別受到水平外力F、F後作直線運動，兩外力分別施力不同長短的時間後移除。已知甲乙兩物體在時間t＝0～60s期間的速度(v)與時間(t)關係圖，如圖(十二)所示，則有關兩物體在此期間受力情形的敘述，下列何者正確？(A)F施力時間較長，且外力大小F＞F甲甲乙(B)F施力時間較長，但外力大小F＜F甲甲乙(C)F施力時間較長，但外力大小F＞F乙甲乙(D)F施力時間較長，且外力大小F＜F,0.65,0.55
112,自然,26,26.砒霜是一種毒物，主成分為三氧化二砷(AsO)。古代製作砒霜的技術較不成23熟，砒霜中會含有少量的不純物質――硫或硫化物，硫或硫化物接觸到銀，會使銀氧化產生黑色的硫化銀(AgS)，這就是古裝劇中常見的以銀針試毒，2銀針變黑即表示有毒。依據上述，下列推論何者最合理？(A)硫化物發生還原反應而使銀針變黑(B)銀針變黑，是因為三氧化二砷被還原的結果(C)砒霜的純度越高，與銀針反應變黑的結果越明顯(D)將銀針改成活性較小的金屬如黃金，也會反應產生硫化物,0.53,0.45
112,自然,27,27.取甲、乙兩種化合物，分別在足量的氧氣中燃燒，反應式分別為：關於甲、乙兩種化合物的比較與說明，下列何者正確？(A)甲的分子量大於乙，且甲可能為醇類(B)甲的分子量大於乙，且甲可能為烴類(C)乙的分子量大於甲，且乙可能為醇類(D)乙的分子量大於甲，且乙可能為烴類,0.52,0.45
112,自然,30,30.圖(十六)為阿榮在購物網站上搜尋黑麻油所獲得的部分結果，圖中的數值為黑麻油的內容物含量及價格，他比較甲、乙兩種品牌的含量，覺得數值有不合理之處。下列關於甲、乙兩牌標示的敘述，何者最合理？1c.c.＝1cm3圖(十六)(A)甲牌有誤：c.c.與g都是質量的單位，所以兩者前面的數值應相同(B)甲牌有誤：c.c.與g都是體積的單位，所以兩者前面的數值應相同(C)乙牌有誤：黑麻油會浮於水面，所以mL前面的數值應大於g前面的數值(D)乙牌有誤：黑麻油會浮於水面，所以g前面的數值應大於mL前面的數值,0.53,0.5
112,自然,31,31.阿芳利用複式顯微鏡觀察小魚尾鰭內血液流動的方向，所觀察到的視野影像如圖(十七)所示，圖中的箭頭表示血液流動方向。若將培養皿往左緩慢地移動，則在視野中依序消失的血管，應為下列何者？(A)小動脈、微血管、小靜脈(B)小動脈、小靜脈、微血管(C)小靜脈、微血管、小動脈(D)小靜脈、小動脈、微血管,0.5,0.38
112,自然,32,32.下列為某牌口香糖廣告的說明：人體口腔中的環境接近中性，在用餐後一段時間會變酸，而增加蛀牙機率。除了每日正確刷牙外，在餐後嚼食無糖口香糖，可刺激唾液分泌，有效「平衡」口中酸性。此廣告搭配了兩張圖用以輔助說明，一張為圖(十八)，另一張圖最可能為下列何者？圖(十八)(A)(B)(C)(D),0.45,0.39
112,自然,33,33.一木塊靜置於粗糙的水平面上，分別對此木塊施以不同大小的水平外力，木塊與水平面間對應的摩擦力大小及運動狀態如表(五)所示。若木塊與水平面間的最大靜摩擦力大小為f，根據表中資訊，推論f的大小關係，下列何ss者最合理？表(五)(A)f＜200gws(B)200gw＜f＜250gws(C)250gw＜f＜300gws(D)f＞300gw,0.43,0.38
112,自然,35,35.圖(二十)為草莓花朵構造及其發育的示意圖，已知草莓是由花托處膨大而來，若圖(二十一)中的構造是由草莓的子房發育而成，則此構造應稱為下列何者？圖(二十)圖(二十一)(A)胚珠(B)種子(C)果實(D)花粉,0.36,0.49
112,自然,38,38.軟骨發育不全症是體染色體中FGFR3基因發生突變所造成，患者具有身材矮小、四肢短小變形等特徵，若親代只有其中一方為患者，子代就會有50%以上的罹病率。已知阿佑因發生突變而患有軟骨發育不全症，但其父母皆未患病，若以F代表突變的FGFR3遺傳因子，f代表正常的FGFR3遺傳因子，則關於阿佑父母基因型的推論，下列何者最合理？(A)父：Ff、母：Ff(B)父：Ff、母：ff(C)父：FF、母：FF(D)父：ff、母：ff,0.29,0.44
112,自然,41,41.有甲、乙、丙三種固體純物質，三者對水的溶解情形及沸點如表(六)所示。有一份參雜甲、乙、丙的混合物，可經由兩步驟(加熱、加水過濾)而分離出甲、乙、丙，如圖(二十五)所示。表(六)依據上述資訊，下列推論何者最合理？(A)◆可能是甲，步驟一是加水過濾(B)◆可能是丙，步驟一是加水過濾圖(二十五)(C)○可能是甲，步驟二需加熱至300℃，才可使乙、丙分離(D)○可能是丙，步驟二需加熱至1500℃，才可使甲、乙分離,0.52,0.57
112,自然,42,42.圖(二十六)、圖(二十七)兩種連接方式皆為甲、乙兩個燈泡並聯，小明與阿華皆認為圖(二十七)的接法，燈泡甲較不會因為線路故障而不亮，以下為兩人的解釋：小明：若燈泡乙的燈絲燒斷，在圖(二十六)中會使得燈泡甲不亮，而在圖(二十七)圖(二十六)圖(二十七)中燈泡甲仍會發亮。阿華：若導線丙、丁其中一條斷裂，在圖(二十六)中會使得燈泡甲不亮，而在圖(二十七)中燈泡甲仍會發亮。關於兩人的解釋是否合理？(A)兩人皆合理(B)兩人皆不合理(C)只有小明合理(D)只有阿華合理,0.38,0.41
112,自然,44,44.根據本文，若只考量碳排放對於環境的影響，在相同的碳排放量下，推論下列何種飲品生產的量最多？(A)牛奶(B)米漿(C)燕麥奶(D)杏仁奶,0.51,0.6
112,自然,47,47.阿洋提出以下觀點：清水浸泡洗滌方法中，不用添加物比使用添加物的洗滌效果好清水直接沖洗比各種浸泡洗滌方法的效果好根據本文，關於阿洋的觀點，下列敘述何者合理？(A)比較乙、丙的結果，可知觀點不恰當(B)比較乙、丁的結果，可知觀點不恰當(C)比較甲、戊的結果，可知觀點不恰當(D)比較乙、戊的結果，可知觀點不恰當,0.64,0.48
112,自然,48,48.根據本文，「前處理」最可能為下列何者？(A)所有小白菜皆不浸泡農藥(B)所有小白菜浸泡相同濃度的同一種農藥(C)小白菜分別浸泡相同濃度的不同種農藥(D)小白菜分別浸泡不同濃度的同一種農藥,0.74,0.55
112,自然,49,49.根據本文，圖(三十一)中模擬地震參數所得到的結果，與下列何種資料所呈現的特性最直接相關？(A)地震強度(B)地震規模(C)地震的位置(D)斷層的類型,0.64,0.54
113,自然,1,1.戰場上士兵為了避免被敵軍瞄準，通常不會以直線前進，而會以之字形的路線前進。圖(一)實線表示直線的甲路線，虛線表示之字形的乙路線，由X點移動至Y點採用甲、乙兩種不同路線的位移與路徑長關係，下列何者正確？圖(一)2.木糖醇是一種可以代替蔗糖的食品添加物。若要知道木糖醇是否和乙醇一樣都是醇類，應查詢木糖醇的何項資訊？(A)分子量(B)組成的原子種類與排列方式(C)組成的原子總數是否超過1000個(D)氫和氧的原子數目比是否為1：1,0.79,0.56
113,自然,2,2.木糖醇是一種可以代替蔗糖的食品添加物。若要知道木糖醇是否和乙醇一樣都是醇類，應查詢木糖醇的何項資訊？(A)分子量(B)組成的原子種類與排列方式(C)組成的原子總數是否超過1000個(D)氫和氧的原子數目比是否為1：1,0.79,0.51
113,自然,4,4.圖(三)為元素週期表的一部分，無法從圖中知道下列何項資訊？(A)氯原子與氬原子的質子數分別為多少(B)氖原子與氪原子是否有相似的化學性質(C)氦原子與氪原子在自然界中含量何者比較多(D)1莫耳的氯氣(Cl)與1莫耳的溴(Br)何者質量比較大,0.71,0.57
113,自然,5,5.人體副甲狀腺分泌的激素是經由X所運送，若此激素分泌過多，會影響骨骼中的Y含量，可能造成骨質疏鬆。根據上述說明，推論X和Y最可能為下列何者？(A)X為血液，Y為鈣(B)X為血液，Y為鉀(C)X為消化液，Y為鈣(D)X為消化液，Y為鉀,0.81,0.5
113,自然,7,7.虎門銷煙為清朝銷毀鴉片的歷史事件。把海水引入浸泡池浸泡鴉片，之後再加入石灰等物質，石灰遇水會改變水溫，此改變也利於將鴉片溶於水中，等退潮時再排入海中。關於上述銷毀鴉片的說明，下列何者最合理？(A)石灰溶於水為放熱反應，而高溫使鴉片更易溶於水中(B)石灰溶於水為吸熱反應，而高溫使鴉片更易溶於水中(C)鴉片浸泡海水後會使水溫上升，使其與石灰反應速率加快(D)鴉片浸泡海水後會使水溫下降，使其與石灰反應速率加快,0.74,0.47
113,自然,8,8.圖(六)是世界文學名著《小王子》中的某段場景與內容：圖(六)若以箭頭表示太陽光方向與地球自轉方向，下列何者最符合文中畫雙底線處的狀態？(A)(B)(C)(D),0.77,0.49
113,自然,9,9.醃漬高麗菜時，常會在高麗菜的葉片上灑鹽。圖(七)為正常的葉片細胞示意圖，表(一)中的圖為小凱與小萍預測醃漬後的葉片細胞可能的示意圖。推論醃漬後的示意圖與造成葉片細胞變化的原因，下列何者正確？圖(七)表(一)(A)小凱的圖正確，水由細胞內流至外界(B)小凱的圖正確，鹽由細胞內流至外界(C)小萍的圖正確，水由外界流至細胞內(D)小萍的圖正確，鹽由外界流至細胞內,0.74,0.57
113,自然,11,11.將裝有紅棕色二氧化氮(NO)氣體的密閉玻璃瓶放入冰水中，二氧化氮會互相2結合產生無色的四氧化二氮(NO)氣體，瓶內的顏色會逐漸變淡，反應式為：24正反應2NONO224逆反應當溫度下降至某溫度，且保持恆定，一段時間後玻璃瓶內的顏色便不再改變。關於顏色不再改變時反應速率的說明，下列何者正確？(A)正反應速率等於逆反應速率，且速率為0(B)正反應速率等於逆反應速率，且速率不為0(C)正反應速率不等於逆反應速率，且兩速率均不為0(D)正反應速率不等於逆反應速率，且其中一速率為0,0.63,0.56
113,自然,12,12.老師選用基因型皆為Aa的雄、雌長翅果蠅進行交配，並要求學生觀察1000隻第一子代果蠅的表現型與數量。已知小坪僅觀察到4隻長翅果蠅及6隻短翅果蠅後，就直接推測其結果如表(二)。老師在小坪的紀錄本寫下：「理論上子代數量不太可能出現這樣的比例。」根據上述資訊，老師寫下該評語是因為理論上第一子代預測比例較可能為何？表(二)(A)應全為長翅(B)應全為短翅(C)長翅與短翅的比例應約為1：3(D)長翅與短翅的比例應約為3：1,0.65,0.58
113,自然,13,13.如圖(九)，將銅線製成的兩相同螺線形線圈(螺線管)，分別與相同的檢流計連接，另取兩個相同的磁鐵，一個N極向上，一個N極向下，放在離線圈上端高度20cm處，由靜止自由掉落通過線圈，觀察磁鐵剛進入線圈時，甲、乙兩檢流計所測得的感應電流方向及大小，下列何者最合理？圖(九)14.圖(十)為某河川鯰魚族群在甲、乙、丙、丁不同時期數量變化的情形，下列何者最能說明甲、乙、丙、丁的變化情形？(A)甲：出生＋遷入＜死亡＋遷出(B)乙：出生＋遷入＞死亡＋遷出(C)丙：出生＋死亡＞遷入＋遷出圖(十)(D)丁：出生＋死亡＜遷入＋遷出,0.65,0.57
113,自然,14,14.圖(十)為某河川鯰魚族群在甲、乙、丙、丁不同時期數量變化的情形，下列何者最能說明甲、乙、丙、丁的變化情形？(A)甲：出生＋遷入＜死亡＋遷出(B)乙：出生＋遷入＞死亡＋遷出(C)丙：出生＋死亡＞遷入＋遷出圖(十)(D)丁：出生＋死亡＜遷入＋遷出,0.72,0.57
113,自然,18,18.以下為某篇關於重力波的報導：「重力波」是愛因斯坦預言的物理現象之一。當帶有質量的物體進行加速度運動時，會在時空中產生波動，這種波就是重力波，重力波的傳播不需要介質，其傳播速率與電磁波相同，都以光速傳播……。根據上述資訊，下列有關重力波的敘述何者最合理？(A)與水波一樣都屬於力學波(B)與電磁波一樣都屬於力學波(C)與光波一樣都不屬於力學波(D)與超聲波一樣都不屬於力學波,0.54,0.55
113,自然,20,20.已知刺絲胞動物皆生活在水中。小花看到某網友提到：「所有刺絲胞動物都生活在海洋中。例如海月水母就是一種生活在海洋中的刺絲胞動物」，若小花想驗證「所有刺絲胞動物都生活在海洋中」這句話是否成立，則下列何種方法最能達到此目的？(A)從海洋中找到海月水母(B)從海月水母身上找到刺絲胞(C)從淡水中找到一種刺絲胞動物(D)從海洋中找到很多種刺絲胞動物,0.57,0.5
113,自然,21,21.以下為某學生在同一時間、同一花圃內，種植甲、乙、丙三種不同品牌薄荷種子的步驟：1.在花圃內畫設L、L、L三條種植的路線。甲乙丙2.分別平均在路線L灑上甲種子、路線L灑上乙種子、路線L灑上丙種子。甲乙丙3.每天在三條路線上以相同灌溉方式補充土壤的水分。4.一週後，記錄三條路線上發芽的種子數。表(五)為學生記錄此實驗的相關數據，若三條路線的生長環境都相同，根據此結果，下列敘述何者最合理？表(五)(A)甲、乙兩品牌的發芽比例相等(B)乙、丙兩品牌的發芽比例相等(C)甲品牌比乙、丙品牌容易發芽(D)丙品牌比甲、乙品牌不容易發芽,0.77,0.58
113,自然,22,22.小書與小花將某株被子植物莖部的形成層外圍構造剔除，發現此株植物逐漸因根部無法獲得養分而死亡，以下為兩人對此株植物的推論：小書：此株植物較可能為雙子葉植物。小花：此株植物較可能為單子葉植物。下列對兩人推論的敘述何者正確？(A)兩人均合理(B)兩人均不合理(C)只有小書合理(D)只有小花合理,0.57,0.52
113,自然,23,23.某篇關於氫應用的報導說明如下：「金屬多以氧化物的形式封藏於岩石礦物中，可利用氫和氧易起反應的特性，將氧從礦物中移除，留下可用的純金屬和水。」關於上述畫線處提及的反應，下列說明何者最合理？(A)因為氫被氧化，所以是氧化還原反應(B)因為礦物被氧化，所以是氧化還原反應(C)因為金屬氧化物溶於水呈酸性，所以是酸鹼中和反應(D)因為金屬氧化物溶於水呈鹼性，所以是酸鹼中和反應,0.59,0.59
113,自然,25,25.圖(十四)為、兩種岩類的照片及說明，為一種作用。的碎屑物質經過長時間的後，會成為。下列有關、、的敘述，何者最合理？(cid:33)(cid:33)(cid:33)(cid:2178)(cid:1175)(cid:1837)(cid:1759)(cid:4800)(cid:2015)(cid:917)(cid:1255)(cid:1154)(cid:4086)(cid:1254)(cid:3544)(cid:6210)(cid:2895)(cid:928)(cid:500)(cid:1254)(cid:3544)(cid:1800)(cid:2220)(cid:1088)(cid:1254)(cid:1988)(cid:2133)(cid:500)(cid:33)(cid:33)(cid:33)(cid:1937)(cid:1759)(cid:4715)(cid:2178)(cid:3031)(cid:1992)(cid:1053)(cid:1139)(cid:1222)(cid:1392)(cid:2053)(cid:5065)(cid:1712)(cid:1804)(cid:1486)(cid:1291)(cid:502)(cid:1923)(cid:4362)(cid:500)(cid:1066)(cid:3755)(cid:1296)(cid:1486)(cid:1291)(cid:1937)(cid:1759)(cid:4715)(cid:1255)(cid:3755)(cid:928)(cid:1041)(cid:502)圖(十四)(A)為變質岩，為沉積岩(B)為火成岩，為火成岩(C)：高溫與高壓作用，岩石成分與結構發生變化(D)：壓密與膠結作用，碎屑顆粒緊密膠結在一起,0.54,0.52
113,自然,26,26.將一顆裝在絕緣支架的不帶電金屬球，以感應起電的方式使金屬球帶正電，如圖(十五)。若接著再以手輕觸金屬球使其接地後，金屬球的帶電情形及其原因最可能為下列何者？(A)不帶電，因地球的電子經由手流向金屬球(B)不帶電，因金屬球的正電荷經由手流至地球(C)帶正電，因感應起電後再接地，金屬球的電性不受影響圖(十五)(D)帶負電，因地球的電子經由手流向金屬球，使金屬球內負電荷總數多於正電荷,0.35,0.49
113,自然,28,28.美環將兩種不同的天氣系統分為甲、乙類，並舉例說明，如表(六)所示。但他的舉例有錯誤，應更正為下列何者才合理？表(六)(A)颱風移到乙類，另外兩者不變(B)太平洋暖氣團移到乙類，另外兩者不變(C)颱風移到乙類，蒙古大陸冷氣團移到甲類(D)颱風與太平洋暖氣團移到乙類，蒙古大陸冷氣團移到甲類,0.55,0.55
113,自然,30,30.青蛙的染色體有13對，其中1對為性染色體。在不考慮突變的情況下，雌蛙卵巢內經減數分裂後的卵子，應有幾條性染色體？(A)1條(B)2條(C)13條(D)26條,0.48,0.54
113,自然,32,32.一一座座游游泳泳池池裡裡有有多多少少的的尿尿？？安賽蜜是優酪乳中的甜味劑，不易被人體消化，會由尿液排出體外。研究團隊檢測加拿大游泳池的安賽蜜濃度，一座84萬公升游泳池的安賽蜜濃度為2.1×10—7g/L，再參考「……」，經換算後，可知該游泳池約含有75公升的尿液。上述「……」所指的最可能為下列何者？(A)該游泳池池水的密度此處濃度單位g/L，表示每公升(B)加拿大人尿液的平均密度池水含有溶質的質量(g)(C)該游泳池含有安賽蜜的總質量(D)加拿大人尿液中安賽蜜的平均濃度,0.39,0.37
113,自然,33,33.圖(十八)為人體的泌尿系統和其所連接血管的示意圖，其中乙血管中的氧氣含量比甲血管多。有關丙器官的生理功能及血液進出丙的路徑，下列敘述何者正確？(A)形成尿素，甲→丙→乙(B)形成尿素，乙→丙→甲(C)形成尿液，甲→丙→乙(D)形成尿液，乙→丙→甲,0.5,0.57
113,自然,34,34.將圖(十九)甲、乙、丙、丁四個不同材質的實心正立方體分別放入1L水中，水的密度為1.0g/cm3。已知四種物體皆不與水發生化學反應，且不吸水也不溶於水，則根據表(九)判斷，靜止平衡後，哪一個物體在液面下的體積最大？(A)甲表(九)(B)乙(C)丙(D)丁,0.43,0.59
113,自然,37,37.已知甲、乙兩種不同的金屬元素分別與同濃度的鹽酸反應，反應後只會產生氫氣與金屬的氯化物。取甲金屬24.3g與鹽酸反應，另取乙金屬65.4g與鹽酸反應，兩個反應的金屬都完全耗盡，且產生的氫氣質量均為2.0g，則比較兩個反應的反應物與產物的質量，下列何者正確？38.如圖(二十一)，在無摩擦力的水平面靜置一個質量為M的木塊，今以水平外力F推動此木塊，使其沿力的方向移動S的距離，外力對木塊所作的功完全轉換為木塊的動能。小明與小華想要讓木塊獲得的動能變圖(二十一)為原本的2倍，他們分別提出以下策略：兩人的策略是否合理？(A)兩人皆合理(B)只有小明合理(C)只有小華合理(D)兩人皆不合理,0.37,0.32
113,自然,39,39.小美在植物圖鑑中看到杜鵑花科(Ericaceae)中的金毛杜鵑(Rhododendronoldhamii)後，若想要依學名搜尋與此植物同屬但不同物種的植物，則下列何種查詢方式最能達到他的目的？(A)學名第一個字為Ericaceae的植物(B)學名第二個字為oldhamii的植物(C)學名第一個字為Rhododendron的植物(D)學名為Rhododendronoldhamii的植物,0.65,0.59
113,自然,41,41.某工廠進行原料加工的製程如表(十一)。表(十一)當開始加工時，此原料中酵素X會持續催化原料中物質甲轉變成物質乙，但超過75℃後就無法再有催化的功能。若僅考慮酵素X的作用，這段加工製程中，哪兩時間點所含物質乙的量最相近？(A)10:00和10:10(B)10:15和10:25(C)10:25和10:45(D)10:50和11:00,0.38,0.54
113,自然,42,42.根據本文，過去食蛇龜曾面臨下列何種問題？(A)棲地破壞(B)環境汙染(C)過度捕捉(D)外來種引入,0.86,0.44
113,自然,43,43.根據本文，關於食蛇龜在IUCN的分類，下列何者最合理？(A)屬於滅絕物種(B)屬於低風險物種(C)屬於未做評估物種(D)屬於生存受脅物種,0.84,0.5
113,自然,45,45.根據本文，將燃煤發電改採燃氣發電為主，可達到下列何種目的？(A)減少每發一度電時所需耗費的金錢(B)減少每發一度電時空氣汙染物的排放(C)增加再生能源在整體能源使用的比例(D)增加每發一度電時所排放的溫室氣體量,0.82,0.5
114,自然,3,3.有報導指出：「在都市觀察到麻雀的頻率有變少的趨勢，可能的原因很多，其中之一為白尾八哥的入侵。白尾八哥築巢偏好的位置與麻雀相近，食物種類也相似，甚至被觀察到會以麻雀幼鳥為食。」根據上述報導，白尾八哥與麻雀之間最符合下列哪兩種交互作用？(A)競爭、掠食(B)競爭、共生(C)共生、掠食(D)寄生、掠食,0.9,0.39
114,自然,4,4.小志將物質分成元素、化合物和混合物三類，並舉例如表(一)。表中各例子所含原子種類多寡的比較，下列何者正確？表(一)(A)笑氣＞硫磺(B)硫磺＞笑氣(C)硫磺＞花岡岩(D)三個例子都一樣多,0.69,0.65
114,自然,7,7.端午節有「立蛋」的習俗，網路上有民眾說只有在端午節正午時，生雞蛋才可立得起來。如圖(三)，該說法的論點是「端午節時太陽直射北半球，臺灣正好在北半球，因此只有在端午節正午時，太陽對生雞蛋的引力與地球對生雞蛋的引力會恰好相反，兩力相互拉扯才使得生雞蛋能夠直立。」下列四種實驗設計及結果，何者最適合拿來反駁上述說法？(A)將生雞蛋煮熟後剝殼，改於聖誕節正午時在臺灣成功立蛋(B)使用同一種的生雞蛋，改於聖誕節正午時在臺灣成功立蛋(C)把生雞蛋換成生鴨蛋，並於端午節正午時在臺灣成功立蛋(D)另拿不同種的生雞蛋，並於端午節正午時在臺灣成功立蛋,0.78,0.52
114,自然,10,10.如圖(六)，甲、乙、丙三個金屬球，甲球帶負電，乙、丙兩球帶正電，剛開始乙球距離甲球2m，距離丙球1m，之後將乙球向左移動1m，使乙球距離甲球1m，距離丙球2m。若甲、乙間的靜電力大小為F，乙、丙間的靜電力大小甲乙為F，則移動前後，有關F、F的大小變化，下列何者正確？乙丙甲乙乙丙(A)F變大，F變大甲乙乙丙(B)F變大，F變小甲乙乙丙(C)F變小，F變大甲乙乙丙(D)F變小，F變小,0.72,0.52
114,自然,12,12.當看到喜愛的明星時，小明站在原地大聲尖叫，而阿華則是追著明星跑。表(二)整理上述兩人行為中神經傳導的過程，其中哪一項目的敘述正確？(A)受器表(二)(B)動器(C)控制的中樞(D)傳導的神經,0.7,0.54
114,自然,15,15.目前認為地球表層是由數個大小與形狀不同的板塊所組成，圖(七)為現今的板塊分布示意圖，並標出其中幾個板塊的名稱。根據上述資訊，下列說明何者最合理？(A)這些板塊的交界與各個大陸的海陸交界都吻合圖(七)(B)這些板塊會移動而使陸地與海底的地形也隨著改變(C)這些板塊的交界上，皆形成了高聳巨大的陸地山脈(D)這些板塊皆位於軟流圈之上，且交界均為中洋脊的位置,0.74,0.52
114,自然,18,18.一個質量2kg的長方體木塊靜置於水平桌面上，若對木塊施一水平向東的外力F，其摩擦力(f)與外力(F)的關係圖如圖(九)。根據此圖判斷下列敘述何者正確？(A)最大靜摩擦力為300gw(B)外力F由0增加至300gw時，木塊即開始向東運動圖(九)(C)若外力F小於400gw時，則外力F越小，靜摩擦力也越小(D)若外力F大於400gw時，則外力F越大，動摩擦力也越大,0.59,0.61
114,自然,19,19.為為了了減減少少溫溫室室氣氣體體，，地地質質學學家家將將二二氧氧化化碳碳變變成成岩岩石石的的一一部部分分將發電廠產生的二氧化碳灌入大量的水中，以管線將這些氣泡水輸送到數公里遠的區域，接著透過高壓將氣泡水注入地下一千公尺深的岩層中，這些氣泡水會和鈣、鎂等離子反應而「固化」，並填充岩層空隙。二氧化碳一旦固化後，就能存在岩層中。上述二氧化碳變成岩石一部分的過程，是利用下列二氧化碳(水溶液)的何種性質？(A)密度大於空氣(B)溶於水呈酸性(C)可與鈣離子反應產生難溶於水的碳酸鹽(D)可與鈉離子反應產生易溶於水的碳酸鹽,0.6,0.45
114,自然,20,20.一群健康成人吃了等量的食物甲或乙後，平均血糖濃度的變化如圖(十)。已知健康成人空腹平均血糖濃度約為90mg/dL，根據此圖推論，下列何者最合理？(A)進食後，甲比乙更早導致升糖素分泌量增加(B)進食後，甲比乙更早導致胰島素分泌量增加(C)進食後，乙比甲更早導致升糖素分泌量增加(D)進食後，乙比甲更早導致胰島素分泌量增加,0.55,0.45
