year,subject,number,question,pass,dis
112,社會,11,11.圖(四)是小強在網路上張貼的問題(cid:12942)(cid:3)(cid:3)(cid:3)(cid:9229)(cid:8702)及四位網友的回答，根據圖中內(cid:955)(cid:2990)(cid:506)(cid:1237)(cid:5090)(cid:1255)(cid:3058)(cid:2107)(cid:4153)(cid:3454)(cid:1378)(cid:4675)(cid:1506)(cid:3521)(cid:951)(cid:1806)(cid:3794)(cid:500)(cid:2509)(cid:1498)(cid:3763)(cid:2425)(cid:1035)(cid:4108)(cid:5396)(cid:3838)(cid:500)(cid:1498)(cid:4160)(cid:2139)(cid:4662)(cid:2366)(cid:1539)(cid:4957)(cid:5357)(cid:507)容判斷，下列何者的回答可以給小強適當的協助？(cid:19568)(cid:8841)(cid:9628)(cid:18962)(A)小臻(B)小康(C)小芬(D)小俊圖(四),0.88,0.37
112,社會,12,12.某日，小晴沒來上課，班上同學們問《紀念日及節日實施辦法》第4條：了老師才知道，因為小晴是太魯閣族下列民俗節日，除春節放假三日的原住民，所以他今天放假和家人一外，其餘均放假一日：起返回部落參與感恩祭。老師也藉機一、春節。以圖(五)中的法律規範，向同學們說明小晴可以放假的依據。根據上述內六、原住民族歲時祭儀：各該原住容判斷，主管機關將原住民族的傳統民族放假日期，由行政院原住祭儀納入法律規範的原因，其主要考民族委員會參酌各該原住民族量最可能是下列何者？習俗公告，並刊登政府公報。(A)落實部落自治，提升地方行政效率(B)推動觀光發展，增加青年工作機會圖(五)(C)凝聚居民認同，改善社區生活環境(D)尊重多元文化，促進部落文化傳承,0.93,0.28
112,社會,13,13.棗椰樹屬於棕櫚科植物，主要分布在熱帶乾燥地區，其果實稱為椰棗，既可作糧食，又是製糖的原料。全球有上億棵棗椰樹，其中前兩大分布區為西亞和甲地區，椰棗也成為這些地區重要的出口農產品。上述甲地區最可能為下列何者？(A)北非(B)南歐(C)中美洲(D)東南亞,0.62,0.5
112,社會,14,14.圖(六)的詩為唐代詩人登上今湖北襄陽的一座山頭，見石碑碑文有感而發之作。詩中「水落魚梁淺」指山腳下的魚梁沙洲因水位變化而露出水面，作者藉以說明環境與世事的變化。關於形成「水落魚梁淺」現象的原因，下列推論何者最為適切？圖(六)(A)沙洲上游融冰增加造成水位升降(B)季節性降水差異產生的水位變化(C)海平面上升海水入侵內陸造成水位改變(D)在沙洲下游河段興築大型堤壩導致水位的變化,0.68,0.4
112,社會,15,15.圖(七)為跨太平洋夥伴全面進步協定(CPTPP)的11個成員國。該協定於2018年12月30日生效，各成員國之間將8階段性的廢除關稅，以促進1貿易往來。此協定生效後，2593下列何者最可能因關稅劣勢而受到衝擊？4106(A)臺灣的紡織品出口至越南711(B)加拿大的小麥出口至日本(cid:38)(cid:51)(cid:55)(cid:51)(cid:51)(cid:12494)(cid:9119)(cid:9673)(C)墨西哥的汽車出口至智利圖(七)(D)馬來西亞的石油出口至印度,0.48,0.36
112,社會,16,16.某地區於2017年入選為世界遺產，該地區涵蓋了森林、谷地、潟湖及珊瑚礁等景觀，遺產的中心是玻里尼西亞普遍可見的毛利集會中心，此遺產是毛利文化極具代表性的見證。根據上文描述判斷，該遺產最可能位於下列何處？(A)(11.88°N，2.49°E)(B)(49.93°N，115.43°E)(C)(16.84°S，151.37°W)(D)(42.85°S，71.87°W),0.54,0.43
112,社會,17,17.《周成過臺灣》是著名的民間傳說，其時代背景符合史實。故事描述周成拋下故鄉泉州的妻兒，獨自來臺經商。適逢淡水、雞籠開港通商，周成在大稻埕從事新興商品出口而致富。後來周成移情別戀，謀殺了來臺灣探視的妻子，最終受到報應而死。根據上述內容，周成最有可能從事下列何種商品的貿易？(A)茶葉(B)鹿皮(C)蔗糖(D)鴉片,0.72,0.57
112,社會,18,18.以下是某歷史人物在其著作中的相關內容：「我們可以假設人類在社會形成以前，所有人都是平等的。然而人們為了解決集體生活所產生的問題，透過公眾的協商形成公意，且將全部的權力，託付由公意組成的政府，因為能夠代表公意的政府，是不受私念限制、必然公正的。政府依循公意制定法律、建立秩序，人們只要守法、服從公意，就能得到真正的自由。」上述內容最可能與下列何者有關？(A)盧梭關於主權在民的主張(B)希特勒針對種族主義的論述(C)馬克思對於工廠制度的批評(D)孟德斯鳩闡明三權分立的觀點,0.65,0.38
112,社會,19,19.圖(八)是霞喀羅國家步道的介紹圖，其舊名為「霞喀羅、薩克亞金警備道路」。此道路的開闢，是因為過去臺灣統治者為達到某一目的而下令修築。根據圖中內容判斷，統治者最初開闢這條道路的目的，最可能與下列何者有關？(cid:23076)(cid:10909)(cid:10838)(cid:8909)(cid:26766)(cid:9702)(cid:12542)(cid:24376)(cid:23711)(cid:261)(cid:17722)(cid:17084)(cid:16236)(cid:20664)(cid:433)(cid:24715)(cid:14621)(cid:14475)(cid:25889)(cid:9710)(cid:24376)(cid:23711)(cid:261)(cid:12604)(cid:8430)(cid:19707)(cid:17953)(cid:11610)(cid:10950)(cid:23457)(cid:11006)(cid:17373)(cid:17376)(cid:17730)(cid:24592)(cid:17332)(cid:14883)(cid:24337)(cid:24714)(cid:18633)(cid:19)(cid:78)(cid:80)(cid:21)(cid:21)(cid:78)(cid:80)(cid:11)(cid:20)(cid:15)(cid:26)(cid:21)(cid:28)(cid:12)(cid:11)(cid:21)(cid:15)(cid:19)(cid:23)(cid:22)(cid:12)(cid:11)(cid:20)(cid:15)(cid:25)(cid:23)(cid:24)(cid:12)(cid:11)(cid:20)(cid:15)(cid:24)(cid:19)(cid:19)(cid:12)(cid:28875)(cid:12714)(cid:21789)(cid:8229)(cid:13366)(cid:10773)(cid:16248)(cid:15413)(cid:12690)(cid:27030)(cid:11620)(cid:28629)(cid:9324)(cid:7691)(cid:16248)(cid:8234)(cid:11000)(cid:434)圖(八)(A)劃界封山的施行(B)新式製糖的推動(C)海運港口的整建(D)理蕃政策的實施,0.65,0.52
112,社會,20,20.「關於我的『政治主張』，因為和蔣委員長在意見上的衝突，已經沒有和解的跡象。我考慮了三種方法來解決此事，第一是辭職、第二是勸諫、第三是兵諫。第一個方法因為我的國難家仇，和東北軍部下們的反對而不可行。最近我試了第二個方法，但導致蔣委員長極端憤怒。因此我決定採取第三個方法，以武力拘禁蔣委員長。」上述「政治主張」最可能為下列何者？(A)立即停止內戰，聯合各黨派抗日&蔣委員長：此處指蔣中正。(B)反對洪憲帝制，起兵討伐袁世凱(C)終結軍閥混戰，完成中國的統一(D)攘外必先安內，全力剿滅共產黨,0.58,0.61
112,社會,21,21.雅加達自十七世紀以來一直是印尼的政治、經濟中心，不過由於人口過於集中加上大量開發，對環境已產生過多負荷。近年來，雅加達的民眾飽受交通壅塞、空氣汙染、地層下陷及水患之苦，因此印尼政府計畫將首都遷至婆羅洲。但有生態專家提出警告，該處是紅毛猩猩的棲息地，遷都計畫所需的開發過程必須謹慎評估，否則反而可能破壞環境，造成生態浩劫。上述討論內容與下列何項議題最相符？(A)歷史古都的文化保存(B)遷移首都的機會成本(C)都市人口結構的變化(D)群島國家國土的擴張,0.78,0.55
112,社會,22,22.國際刑警組織共有195個成員國，總部建有一個存放上百萬名國際刑事罪犯檔案的資料庫供成員國使用。我國目前受限於一個中國原則，無法加入此國際組織，因此未能分享或接收該組織的情報資訊，所以難以確認入境我國的旅客在境外是否有犯罪紀錄，而從我國潛逃出境的犯罪者也較難被繩之以法。上述內容顯示一個中國原則對我國產生下列哪一影響？(A)兩岸互信不足造成軍事衝突現象頻傳(B)兩岸交流趨緩使得經濟貿易往來受阻(C)資訊科技落差造成區域發展程度不均(D)資訊傳達受限使得國內治安風險升高,0.72,0.5
112,社會,23,23.圖(九)呈現我國1998至2018年間，(cid:21)(cid:24)(cid:19568)(cid:24719)收入最高20%家庭與收入最低20%(cid:21)(cid:19)(cid:23725)(cid:22091)(cid:20)(cid:24)(cid:15263)(cid:15413)家庭的可支配所得成長率變化，其(cid:12494)(cid:15209)(cid:9453)(cid:20)(cid:19)(cid:25653)中灰階區塊是曾發生經濟成長率大(cid:16965)(cid:24)(cid:19)幅衰退的兩段時間。根據圖中內容(cid:11)(cid:8)(cid:12)(cid:16)(cid:24)判斷，上述兩個灰階區塊的數據，(cid:16)(cid:20)(cid:19)(cid:16)(cid:20)(cid:24)呈現出下列哪一現象？(cid:20)(cid:28)(cid:28)(cid:27)(cid:21)(cid:19)(cid:19)(cid:21)(cid:21)(cid:19)(cid:19)(cid:25)(cid:21)(cid:19)(cid:20)(cid:19)(cid:21)(cid:19)(cid:20)(cid:23)(cid:21)(cid:19)(cid:20)(cid:27)(cid:11)(cid:11570)(cid:12)(cid:13300)(cid:8227)(cid:13758)(cid:27030)(cid:21)(cid:19)(cid:8)(cid:10868)(cid:11627)&家庭可支配所得：家庭可以自由使用(cid:13300)(cid:8227)(cid:13758)(cid:7692)(cid:21)(cid:19)(cid:8)(cid:10868)(cid:11627)於消費或儲蓄的所得。圖(九)(A)收入較高者的財富減損情況較嚴重(B)收入較低者的生活面臨較嚴重衝擊(C)經濟大幅衰退造成區域間發展不均(D)經濟大幅衰退反而縮小了貧富差距,0.8,0.46
112,社會,24,24.甲在質詢行政院衛生福利部部長時，指出某飲料製造商早已知道自家產品出現變質問題，嚴重影響消費者權益，但該公司卻不主動回收處理，反而繼續販售變質的產品，對於這種明知故犯的行為，政府應予以重罰。關於甲所擔任的公職，下列敘述何者正確？(A)負責審查法律是否違憲(B)負責審查中央政府預算(C)經由地方層級的選舉所產生(D)由行政院院長提請總統任命,0.5,0.55
112,社會,25,25.圖(十)為世界銀行繪製用來展現世界各(cid:7841)(cid:10030)國經濟實力的示意圖，圖中矩形面積(cid:42)(cid:39)的大小可呈現2011年該國經濟規模的大(cid:51)(cid:13475)(cid:13802)小。圖中甲國最可能是下列何者？(cid:17392)(cid:9673)(cid:11442)(cid:22589)(A)印度(B)美國(cid:22305)(cid:19424)(cid:14994)(cid:7516)(C)德國(D)奈及利亞,0.56,0.41
112,社會,26,26.圖(十一)為貫穿美洲的泛美公路示意圖，主幹線北起美國阿拉斯加，南至智利。美洲多國可透過這個公路系統相互連結，但巴拿馬到哥倫比亞之間的路段至今尚未修建。根據圖中資訊判斷，該路段未修建的原因之一最可能為下列何者？(A)年溫差大施工困難(B)保護熱帶雨林生態(C)運河阻隔難以跨越(D)維護因紐特人文化,0.42,0.27
112,社會,27,27.西班牙海外島嶼的某座火山於2021年9月噴發，圖(十二)為其噴發後熔岩流及火山灰落塵分布的狀況。根據圖中資訊判斷，下列推論何者較為合理？(A)當時的主要風向為西風(B)該區域的地勢西高東低(C)火山熔岩流向西流往太平洋(D)火山噴發地點距海約6公里,0.46,0.51
112,社會,28,28.臺灣本島的經緯度約介於22°N～25°N，120°E～122°E之間，降水的空間分布受到地形及季風的影響而有顯著差異。表(三)為本島四個氣象測站的資料，根據各測站位置及地形判斷，何者的年降水量可能最多？(A)甲(B)乙(C)丙(D)丁,0.56,0.48
112,社會,29,29.「距今六千多年前，此地區的人們觀察到，大約每隔365天，天狼星在拂曉的時候，和太陽同時位於東方的地平線上。因此他們定365天為一年，每年分為12個月，每月30天，年末加上5天。這種遵循太陽週期的曆法，依自然現象將一年分為『阿赫特』、『佩雷特』、『夏矛』三個季節，有別於同時期兩河流域的月亮週期曆法。」根據上文，「此地區」的發明最可能與下列何者有關？(A)推算河川氾濫情形，掌握農業生產(B)公民參與城邦事務，展現民主精神(C)基於因果輪迴觀念，建立階級制度(D)追尋宇宙創世真理，崇奉一神信仰,0.71,0.45
112,社會,30,30.某中共領導人接見日本國會議員時提到：「戰後日本很快就發達起來，這經驗很值得中國學習。當然，別人的經驗照搬也不行，中國有中國的條件，日本有日本的條件。我們不但要引進發達國家的資金和技術，充分利用各國的好經驗，並且要把這種經驗與中國的實際情況結合起來。」上述談話最可能與下列何者有關？(A)發起文化大革命，破除四舊(B)推動農工大躍進，超英趕美(C)沒收地主土地，分配給貧農(D)實施改革開放，設經濟特區,0.68,0.34
112,社會,31,31.表(四)呈現甲國於兩次世界大戰中，表(四)在歐洲戰場開始參戰與結束參戰的甲國在歐洲第一次第二次原因。表中的「？」最適合填入下戰場的情形世界大戰世界大戰列何者？開始支援「斯拉德國毀約攻(A)美國投下原子彈，敵國投降參戰的原因夫兄弟」打國土(B)簽署《凡爾賽條約》，戰敗投降結束？德國投降(C)國內共產政權成立，向同盟國議和參戰的原因(D)美國反對無限制潛艇政策，援助協約國,0.39,0.47
112,社會,32,32.西元前十ㄧ世紀周人滅商後，其勢力持續向東方擴展，由於周管轄的土地與人口在短時間內急速增加，為了天下的長治久安，因此周朝的統治者，設計出一套有效的政治制度管理各地。上述政治制度的內容，最可能是下列何者？(A)在領土內設置郡、縣，官員由國君直接任免(B)實施科舉制度，促進社會各階層人才的流動(C)將百姓編入戶籍，並以法律規範人民的義務(D)依據貴族的身分等級，授予土地與冊封爵位,0.51,0.63
112,社會,33,33.「某位君主為了統治上的考量，需要招募許多能夠書寫的人才。一開始在他的國度中，竟然找不到太多有文化的人，這是因為西羅馬帝國滅亡後，城市生活逐漸消失，文化知識也幾乎被遺忘殆盡。因此這位君主特地聘請知名學者，來主持文化復興工作，諸如設立新學校、抄寫古羅馬的重要拉丁文著作，使拉丁文成為各地共通的文字系統。」上述學者的身分，最可能是下列何者？(A)西元前五世紀的希臘哲學家(B)西元八世紀的基督教教士(C)西元十七世紀的歐洲天文學者(D)西元十八世紀的啟蒙運動思想家,0.44,0.43
112,社會,34,"34.在探討一國國內不同地區醫療資源差異時，通常會先觀察醫師人數和病床數，由相關數據與人口數的相對關係，可大致推論一個地區的醫療資源是否不足。表(五)是某國2018年四個地區關於人口與醫療資源的資料：表(五)地人口總數老年人口醫師人數平均每位醫師病床數平均每張病床區(人)比例(%)(人)負擔人數(人)(張)負擔人數(人)甲2,562,73819.509,719263.719,951128.5乙2,272,45913.263,824594.311,988189.6丙673,30919.42881764.33,204210.1丁322,83617.95820393.74,07379.3根據表中資料判斷，關於甲、乙、丙、丁四個地區的醫療資源，下列何項推論最適當？(A)老年人口最多的地區醫療資源最為不足(B)人口總數最少的地區醫療資源最為不足(C)相對於其他地區，乙地區的醫療資源最為不足(D)相對於其他地區，丙地區的醫療資源最為不足",0.71,0.49
112,社會,35,35.「飢餓行銷」是一種常見的行銷手法，指的是業者在短時間內利用各種管道宣傳大批民眾排隊購買的熱潮，營造該項商品都會很快被搶購一空的情況，透過媒體將商品炒作成為時下流行的話題，進而引起民眾的消費欲望。關於上述行銷手法對於消費市場的影響，下列敘述何者最適當？(A)廠商間的競爭使消費者的選擇增加(B)業者的行銷手法將提高市場競爭程度(C)消費者受價格誘因影響而增加消費欲望(D)民眾的購物意願受非金錢誘因影響而提高,0.62,0.52
112,社會,36,36.若有人為了在選舉時讓支持的候選人當選，配合動員把戶籍遷移到非實際居住的行政區，企圖影響選舉結果，此種行為可能觸犯《刑法》，檢察官將代表國家主動起訴違法者。根據上述內容判斷，關於某位違法遷移戶籍者在接受偵查、審判的過程中，下列何種情況最可能出現？(A)遭到落選者提起民事訴訟要求損害賠償(B)在遭檢察官偵查的過程中度過18歲生日(C)被查出是在投票日的六個月前遷移戶籍(D)因為觸犯告訴乃論之罪而受到刑事處罰,0.54,0.32
112,社會,37,37.臺灣少子女化危機惡化的速度超乎想像，面對人口負成長的人口懸崖，有學者認為政府過往提出的相關政策已是緩不濟急，或許可以透過社會增加的方向，思考提高國民人數的對策。根據上述內容判斷，下列何項對策與該學者的意見最相符？(A)提高外籍移工僱用人數(B)鼓勵各國人才歸化入籍(C)推動老人長期照護政策(D)增加公立幼兒托育中心,0.48,0.44
112,社會,38,38.表(六)為某作家的三部長篇表(六)小說內容簡介，該作家藉此著作內容簡介構築十九至二十世紀臺灣歷刻畫多位臺灣青年在南洋戰場上被戰爭折甲史的發展過程。根據表中內磨至精神崩潰，甚至喪生的悲慘命運。容判斷，這三部小說呈現的敘述客家族群在臺灣中部山區生產樟腦，乙時代先後順序，最可能是下為保衛家園參與武裝抗日的故事。列何者？描繪臺灣人藉由參加文化協會、組織農民丙(A)乙→甲→丙運動，抵抗殖民統治的事蹟。(B)丙→乙→甲(C)丙→甲→乙(D)乙→丙→甲,0.51,0.52
112,社會,39,39.明清時期，蠶絲業是中國江南地區的重要產業。當時產出的生絲，主要供應國內需求，部分對外出口。下列何者最可能反映1830年代生絲出口的情況？(A)(B)(C)(D),0.46,0.59
112,社會,40,40.表(七)是甲、乙兩國匯率變動的情形。根據表中內容判斷，若其他條件不變，且所有成本完全反應在商品售價上，相較於去年，在今年甲、乙兩國的市場中，最可能出現下列何種情形？(A)甲國商品在乙國的銷售量下滑(B)乙國商品在甲國的銷售量下滑(C)甲國進口的乙國商品數量下降(D)乙國進口的甲國商品價格下降,0.64,0.54
112,社會,41,41.圖(十三)是一座歷史建築，根據圖中內容判斷，該建築最可能興建於下列何時何地？(A)西元前六世紀的波斯地區(B)西元六世紀的阿拉伯半島(C)西元十六世紀的印度半島(D)西元十九世紀的南美地區,0.26,0.17
112,社會,42,42.為維護消費者權益，政府制定法律對市場上供應不實有機農產品的業者處以罰鍰，同時也能保障生產真正有機農產品農民的權益。上述主管機關對不實業者的處罰，與下列何者受到的處罰類型相同？(A)小華拒絕歸還向同事借的相機(B)大明竊取隔壁鄰居家中的財物(C)官員制定政策引發許多民眾不滿(D)父母縱容少年抽菸而遭行政處分,0.64,0.55
112,社會,43,43.甲國女性的就業率，長期以來皆大幅低於全國平均值，因此該國政府調查女性勞動人口中未就業者的原因，表(八)是調查結果中的部分統計資料。關於此資料的解讀，下列何者最適當？表(八)單位：%原因需照顧未滿需照顧65歲負責打理健康狀況其他年齡(歲)12歲子女以上家屬家務不佳30-3465.370.8911.432.9819.3335-3955.352.6021.394.2616.4040-4435.365.1639.707.1512.6345-497.058.1058.045.5021.3150-540.537.5856.694.6930.51(A)老年人口比例呈現上升趨勢(B)家庭職能因社會變遷而弱化(C)家庭平權的觀念仍有待加強(D)勞雇間的權力與資源不對等,0.72,0.56
112,社會,44,44.上文中「唐手佐久川」與王國的使節團得以前往中國，最可能與當時中國何項外交政策有關？(A)聯合西域部族對抗外患(B)簽訂條約，開放五口通商(C)與受冊封國家建立朝貢關係(D)訂定澶淵之盟，以兄弟相稱,0.57,0.48
112,社會,45,45.上文提及「政治局勢發生變化」，造成「唐手」向外傳播，此一變化最可能是指下列何者？(A)中國因甲午戰爭失敗割讓領土(B)天皇積極效法唐朝推展新制度(C)珍珠港事變導致美國對日宣戰(D)日本藉由牡丹社事件擴張勢力,0.49,0.51
112,社會,46,46.上文中登山步道開放的起始時間，主要是因為此時已具備下列何項條件？(A)地質穩定且地震較少(B)山上的積雪大多已融化(C)乾季雨少，步道不溼滑(cid:19)(cid:19)(cid:25)(D)西北季風盛行，天氣涼爽(cid:22)(cid:22)(cid:23)(cid:19)(cid:19)(cid:22)(cid:21)(cid:19)(cid:19)(cid:22)(cid:19)(cid:19)(cid:19)(cid:21)(cid:27)(cid:19)(cid:19)(cid:25)(cid:19)(cid:19)(cid:19)(cid:19)(cid:19),0.6,0.53
112,社會,47,47.圖(十四)為其中一條登山路(cid:21)(cid:21)(cid:21)(cid:19)(cid:19)(cid:19)(cid:21)(cid:27)(cid:19)(cid:19)(cid:80)線，依據圖中資訊判斷，最(cid:20)(cid:19)(cid:25)(cid:19)(cid:20)(cid:19)(cid:23)可能為表(九)中的何者？(cid:20)(A)甲(B)乙(C)丙(cid:19)(cid:24)(cid:19)(cid:19)(cid:80)(cid:23605)(cid:28060)(cid:19456)(cid:28060)(cid:14883)(cid:24337)(D)丁圖(十四),0.83,0.47
112,社會,48,48.根據表(九)中資訊，小婷與體力、經驗較為不足的民眾，選擇的路線分別為下列何者？(A)小婷選甲；體力、經驗較為不足的民眾選丁(B)小婷選乙；體力、經驗較為不足的民眾選丙(C)小婷選丙；體力、經驗較為不足的民眾選乙(D)小婷選丁；體力、經驗較為不足的民眾選甲,0.74,0.53
112,社會,49,49.根據上文及圖(十五)的資訊判斷，上述都市的氣候特色應為下列何者？(A)一月寒冷且年溫差大(B)一月溫暖且雨量較少(C)全年低溫且雨量稀少(D)終年有雨且夏雨較多,0.58,0.44
112,社會,50,50.文中提及奴隸的輸出地最可能包含下列何者？(A)南洋群島(B)朝鮮半島(C)伊比利半島(D)夏威夷群島,0.64,0.59
112,社會,51,51.文中提到船隻改走新的通航路線，是因此航路具備下列哪一優勢？(A)大幅縮短至印度洋周邊的航行路程(B)可避免通過滿布浮冰的大西洋海域(C)可藉由北大西洋暖流加快航行速度(D)有助於疏解前往南美洲擁擠的航路,0.67,0.48
112,社會,52,52.關於文中活動理念對臺灣帶來影響的過程，最適合以下列何者說明？(A)法律修改程序的變化(B)科技發展帶來的衝擊(C)風俗習慣的文化傳承(D)全球化下的文化交流,0.6,0.36
112,社會,53,53.根據圖(十六)判斷，關於這則宣傳標語所呈現的意義，下列敘述何者最適當？(A)主張對實施體罰者提起訴訟加以處罰(B)藉由改變家長價值觀來帶動社會變遷(C)上街請願要求國家立法保障兒童福利(D)推廣法治教育教導兒童保護自身權益,0.78,0.51
112,社會,54,54.關於文末前、後所提及我國的二項法規，下列敘述何者最適當？(A)以法律位階而言，前者具有最高性(B)以法律位階而言，後者具有固定性(C)以修法程序而言，皆須經總統公布後才生效(D)以修法程序而言，皆可由行政機關自行修訂,0.6,0.53
113,社會,1,1.「格外品」意指市場規格之外但品質無虞的農產品，例如規格不符或賣相不佳。格外品會被農民分享給親友或作為肥料跟飼料，盛產時還可能出現遭大量棄置的問題。下列何項作法較能有效解決上述問題？(A)推動從產地到餐桌的理念，降低食物里程(B)善用食品加工，以利農產品的保存與食用(C)鼓勵農民改採有機農法，提高農產品售價(D)種植基因改造作物，增加單位面積的產量,0.8,0.44
113,社會,2,2.由波蘭、匈牙利、斯洛伐克、捷克組成的維謝格拉德集團，近年來約有20%至30%的商品出口至德國，因此當德國經濟成長減緩時，該集團國家的產業可能衰退。根據上文，集團成員國最可能採取下列何項政策，以減少產業衰退所帶來的負面影響？(A)加速產業創新轉型及尋找新的貿易夥伴(B)採取促使各國貨幣升值的政策以利出口(C)退出歐盟並從非洲國家引進廉價勞動力(D)鼓勵國內勞力密集產業外移至西歐國家,0.78,0.5
113,社會,3,3.臺灣某些聚落是以相對位置來命名，例如北門。下列為某地區兩個地名由來的描述：在地勢較高處屯兵設營，故稱為上營盤，其西北山腳處則稱為營盤腳，又名下營盤。圖(一)為營盤腳附近的等高線地形圖，根據上述及圖中資訊判斷，上營盤最可能位在圖中何處？(A)甲(B)乙(C)丙(D)丁,0.81,0.48
113,社會,4,"4.圖(二)為某網站繪製的世界語言使用圖，呈現全球23種使用人數超過5,000萬人的語言，其中使用人數排第五名的語言主要分布區為下列何者？(A)西亞、北非(B)東亞、南亞(C)南歐、南美洲(D)北美洲、大洋洲",0.71,0.55
