year,subject,number,question,pass,dis
112,英語,21,21. Frank Kane is so good in the movie that many people he will win the best actor prize.(A) expect (B) forget (C) notice (D) plan,0.49,0.43
112,英語,22,22. The new medicine that just came out on the market thousands of lives.(A) and saved (B) has saved (C) saving (D) to save,0.47,0.5
112,英語,23,"23. Now I often think of those days with Pip, my pet dog. When I read in my room, hequietly beside me.(A) will come and sit (B) comes and sits (C) has come and sat (D) used to come and sit",0.45,0.5
112,英語,24,"24. Amy went to Four Seasons’ Kitchen with her mother after she collected 15 stars. Theyordered two Garden Sandwiches, an Autumn Wind, and a Winter Snow. After using thestars, how much did they pay for their meals?(A) $290. (B) $230. (C) $220. (D) $160.",0.75,0.59
112,英語,25,"25. Amy wants to bring her friends to Four Seasons’ Kitchen in August. She looks at hercalendar to pick a time to go there. Which are the time and date she calendar 月曆can choose?(A) 8:30 pm, August 1.(B) 5:00 pm, August 11.(C) 3:00 pm, August 13.(D) 2:00 pm, August 28.",0.76,0.61
112,英語,26,"26. According to the notes, which is the WRONG way to help a baby bird that is out of its nest?(A) Feed it before you take it to a hospital.(B) Leave it alone if it is not hurt and has feathers.(C) Call the animal center if you can’t find its nest.(D) Put it back in its nest if it is not hurt and has few feathers.",0.65,0.71
112,英語,27,"27. According to the notes, what do birds do if their babies have the smell of people on them?(A) They keep taking care of them.(B) They push them out of the nest.(C) They clean them until the smell goes away.(D) They leave them behind and move to a new nest.",0.56,0.64
112,英語,28,"28. According to the reading, which is one of the reasons for food waste?(A) Stores do not know how to pack food well.(B) Farmers do not have enough machines to collect food.(C) There is no refrigerator on the truck to keep food fresh.(D) Factories do not have enough trucks to carry food to stores.",0.67,0.61
112,英語,29,"29. Which is true about food waste at each stage in the three parts of the world?(A) For each area, the highest percentage of food waste happens at Stage 5.(B) Europe has a lower percentage of food waste at Stage 3 than the other two areas.(C) North America & Oceania has a higher percentage of food waste at Stage 1 thanEurope.(D) South & Southeast Asia has a higher percentage of food waste at Stage 4 than the",0.63,0.68
112,英語,30,30. What is the trick that the mosquito uses in rain?(A) It shakes its body fast enough to get water off.(B) It drops with the raindrop and then rolls off it.(C) It flies behind the raindrop and pushes it away.(D) It rides on the raindrop and lands on the ground.,0.61,0.61
112,英語,31,31. What keeps a mosquito safe in the rain?(A) It is very light.(B) It has no body hairs.(C) It is as big as a raindrop.(D) It is strong enough to fight the force of a raindrop.,0.58,0.67
112,英語,32,32. When would it be dangerous for a mosquito in the rain?(A) When it flies too close to the ground.(B) When the rain falls too hard and too fast.(C) When it is hit by raindrops too many times.(D) When it drops for more than 6 cm in the rain.,0.51,0.63
112,英語,33,33. What do the three stories in the reading all talk about?(A) Who Beethoven’s true love was.(B) Who played “For Elise” the best.(C) How “For Elise” became popular.(D) Why Beethoven wrote “For Elise.”,0.66,0.64
112,英語,34,34. What do we know about “For Elise” from the reading?(A) It first appeared in the opera Fidelio.(B) The true “Elise” was Elise Barensfeld.(C) The manuscript was found after Beethoven died.(D) The manuscript is now kept by the city of Vienna.,0.63,0.63
112,英語,35,35. What can we learn about the three women from the stories?(A) They were called “Elise” by their friends.(B) Elisabeth Röckel was a close friend of Beethoven’s.(C) Therese Malfatti changed “For Elise” to “For Therese.”(D) Elise Barensfeld was Beethoven’s student.,0.56,0.59
112,英語,36,36. What idea does Jesse Cohen talk about in the reading?(A) Not all kinds of toys are helpful for children’s learning.(B) Parents should give their children the right toys for their age.(C) Children should learn about their gender from playing with toys.(D) We should not let gender decide which toys children can play with.,0.67,0.69
112,英語,37,"37. In the third paragraph, why does Jesse Cohen think “this rule can be bad for children”?(A) Children may not want to share their toys with others. paragraph 段落(B) Children may have the wrong idea about following rules.(C) Children may not be able to learn from playing with toys.(D) Children may miss the chance to find out what they really like.",0.59,0.62
112,英語,38,"38. In the reading, after Jesse Cohen talks about an idea, he often gives an example to make it clear.Below are four of the sentences in the third paragraph. Which is used as an example?(A) “However, this rule can be bad for children.”(B) “Dolls help with their early language use, and building toys are good for learning math andscience.”(C) “Some doctors worry that children may use the same kind of thinking when they look forjobs in the future.”(D) “If they do, they may miss something more important than just getting a chance to play",0.44,0.43
112,英語,39,39. What is the reading mostly about?(A) Marie Colvin’s war reports.(B) Marie Colvin’s working life.(C) Marie Colvin’s schooldays at Yale.(D) Marie Colvin’s experiences in Homs.,0.54,0.56
112,英語,40,40. What does it mean when someone has empathy?(A) They are good at taking war photos.(B) They like to read other people’s life stories.(C) They are able to understand how other people feel.(D) They are good at helping people change their own lives.,0.52,0.54
112,英語,41,41. Which is true about Marie Colvin?(A) The chance to study at Yale made her leave her job in the Middle East.(B) The experience in Sri Lanka did not change her way of reporting news.(C) She was killed in Homs when she was interviewing soldiers there for her report.(D) She was not sure what to do in the future until she worked for the Sunday Times.,0.6,0.66
112,英語,42,42. (A) what things are called(B) how sports are played(C) why different languages are spoken(D) what words are often spelled differently,0.4,0.48
112,英語,43,43. (A) how old they are(B) who they speak to(C) where they grew up(D) whether they are men or women,0.4,0.55
113,英語,1,1. Look at the picture. There is under the door.(A) an envelope(B) a plant(C) a sign(D) an umbrella,0.75,0.59
113,英語,2,2. My hurts so much that I cannot even turn my head.(A) arm (B) knee (C) neck (D) stomach,0.69,0.62
113,英語,3,3. Our school basketball team won the national game last night. We are so them.(A) popular with (B) proud of (C) sorry for (D) worried about,0.72,0.66
113,英語,4,4. Tomorrow is Sam’s last day in the office. Nobody knows why he decided to .(A) hide (B) leave (C) pack (D) walk,0.76,0.64
113,英語,5,5. It’s not a good idea to go mountain climbing in this bad . We should wait until thetyphoon goes away.(A) chance (B) dream (C) habit (D) weather,0.78,0.64
113,英語,6,"6. Chris loves walking with Anna on snowy days, but Anna hates very much.(A) them (B) so (C) one (D) it",0.7,0.66
113,英語,7,"7. Lora likes to eat bananas that are already a little brown on the outside, and so I.(A) am (B) do (C) have (D) will",0.62,0.62
113,英語,8,"8. Your refrigerator shouldn’t be making loud noises now, but if it does, just give me acall and I’ll come check it again.(A) already (B) even (C) finally (D) still",0.66,0.69
113,英語,9,"9. After winning money in the card game, Jay decided to try again. He felt that he might alsobe a second time.(A) famous (B) interested (C) lucky (D) ready",0.72,0.62
113,英語,10,10. The knife doesn’t cut very well. It’s not as as before.(A) bright (B) heavy (C) quick (D) sharp,0.72,0.69
113,英語,11,11. John will stay with his sister until he an apartment.(A) will find (B) would find (C) finds (D) found,0.62,0.6
113,英語,12,12. Students to go on the school trip should ask their parents first.(A) who want (B) want (C) who they want (D) what they want,0.59,0.66
113,英語,13,"13. The temple sits alone in the mountains at a height of 3,000m sea level.(A) above (B) at (C) below (D) in",0.57,0.58
113,英語,14,"14. Patty spent several days planning to invite Charlie to dinner, she couldn’t say a wordwhen they met.(A) but (B) if (C) or (D) so",0.71,0.49
113,英語,15,15. I can’t tell you what I think of the movie because I it. I’ll probably watch it thisSaturday.(A) am not seeing (B) don’t see (C) haven’t seen (D) won’t see,0.67,0.6
113,英語,16,16. The new guy at the help desk answers calls like a . There are no ups and downs inhis voice and you can’t tell if he is happy or sad.(A) father (B) foreigner (C) radio (D) robot,0.7,0.67
113,英語,17,"17. Jasmine planned to spend her summer in the country, but right after she got there, she startedto the noise in the city.(A) enjoy (B) mind (C) miss (D) notice",0.44,0.43
113,英語,18,18. “Bad traffic” is perhaps the excuse for being late when your boss knows it only takesyou five minutes to walk to work.(A) easiest (B) oldest (C) smartest (D) worst,0.63,0.64
113,英語,19,19. The housework in Mr. and Mrs. Wang’s family between them and their kids.Everyone’s got their own job to do.(A) is shared (B) are shared (C) shares (D) share,0.44,0.53
113,英語,20,20. I want to find another dentist because pulled out a good tooth last time I went to him.(A) I (B) me (C) mine (D) myself,0.34,0.19
113,英語,21,"21. Mom: Linda, you’ve been playing computer games all evening! Have you finished yourreport?Linda: Well, most of it this afternoon, and I’ll finish it by Friday.(A) I would do (B) I did (C) I was doing (D) I’ll do",0.51,0.51
113,英語,22,22. Why did Philip go out?(A) To meet a woman.(B) To look for his father.(C) To ask the police for help.(D) To buy food for his brother.,0.74,0.65
113,英語,23,23. Why was Philip’s father angry?(A) He forgot his keys.(B) The woman was hiding from him.(C) The police didn’t believe what he said.(D) Philip and his brother went out at night.,0.71,0.67
113,英語,24,"24. Kevin is going to buy some fresh bread at Baker’s Kitchen. He loves white bread, his momlikes farm bread, his father enjoys bagels, and his sister eats only challah. Which is theearliest possible time for him to get all these breads for his family?(A) 11:00am. (B) 4:00pm. (C) 5:00pm. (D) 7:00pm.",0.7,0.6
113,英語,25,25. What do we know about Baker’s Kitchen?(A) It is open five days a week.(B) Its breads are half price one hour before closing.(C) Its croissants and pretzels are sold on weekends.(D) Its members can save $100 when they shop on Fridays.,0.7,0.65
113,英語,26,26. What is recommended to people who want to visit the festival?  recommend 推薦(A) Using the free festival bus service.(B) Visiting the festival on the weekend.(C) Entering Satyr’s Park from Fox Street.(D) Parking in Garden Square and walking to the festival.,0.63,0.63
113,英語,27,27. What can we learn about the farmers’ market from the map?(A) The farmers’ market is next to the flower market.(B) The farmers’ market and the festival are on the same block.(C) You can go to the farmers’ market by taking Bus No. 157 to Puppy Street.(D) The nearest metro station to the farmers’ market is the Koala Street Station.,0.58,0.64
113,英語,28,28. What kind of people do Yan’s and Chang’s friends most likely think  likely 可能Yan and Chang are?(A) They enjoy good food.(B) They don’t like to share.(C) They like to make friends.(D) They don’t like new things.,0.64,0.69
113,英語,29,29. What is it in the second story?(A) A big knife.(B) The horse.(C) Lunch.(D) One of Chang’s ducks or chickens.,0.64,0.69
113,英語,30,30. Why does the writer talk about doctors and a health center in the reading?(A) To explain Chen’s services.(B) To talk about Chen’s future plans.(C) To explain Chen’s love for books.(D) To show why bookstores are important.,0.5,0.64
113,英語,31,31. Why is Chen Bing-Hong’s job important in the example he gave?(A) It allows people to get books as gifts.(B) It saves people money on new books.(C) It gives people hope to follow their dreams.(D) It helps people think of special moments in the past.,0.48,0.57
113,英語,32,32. What is his magic?(A) Fixing books.(B) Making book owners smile.(C) Finding books that are long lost.(D) Changing his bookstore into a library.,0.52,0.56
113,英語,33,"33. According to the reading, why did Rohla and Kreytenberg open Habibi & Hawara?(A) To help refugees live better in Austria.(B) To collect money to help Syria fight the war.(C) To help Austrians learn about the war in Syria.(D) To help refugees go back to their home countries.",0.66,0.66
113,英語,34,34. What can we learn about Habibi & Hawara?(A) It was moved from Syria to Austria.(B) It may finally be sold to its workers.(C) It has cooking classes in Syrian food.(D) It is an important meeting place for Syrians.,0.45,0.49
113,英語,35,35. What does it mean when people beg to differ?(A) They do not agree.(B) They look different.(C) They cannot speak for others.(D) They do not notice something.,0.49,0.54
113,英語,36,36. What does it mean when someone is an advocate of something?(A) They talk a lot but do little about it.(B) They believe it is good and should be done.(C) They have had some bad experiences with it.(D) They are one of the first people who have done it.,0.5,0.47
113,英語,37,37. What is special about the extinct frog in Smith’s book?(A) It can live in a dirty living space.(B) It might help fix a health problem.(C) It eats its babies when it cannot find food.(D) It is the first extinct animal that people studied.,0.52,0.55
113,英語,38,38. Why does Ellen Zimmer use the words from Dr. Solomon Wang?(A) To start a new topic.(B) To share a big dream.(C) To make her idea clearer.(D) To invite people to take action.,0.5,0.51
113,英語,39,39. What does Ellen Zimmer most likely think about bringing back extinct animals?(A) It is possible. likely 可能(B) It is dangerous.(C) It is not possible.(D) It is not dangerous.,0.53,0.57
113,英語,40,40. (A) is not a new idea(B) has not been very useful(C) may bring some problems(D) is not welcomed by everyone,0.49,0.58
113,英語,41,41. (A) Portland(B) New York(C) Denver(D) Pittsburgh,0.63,0.59
113,英語,42,42. (A) had higher numbers of deaths(B) stopped social distancing too soon(C) began social distancing a second time(D) had the most days of social distancing,0.42,0.43
113,英語,43,43. (A) Also(B) At first(C) However(D) For example,0.6,0.64
114,英語,1,1. Look at the picture. A is flying over the houses.(A) bird(B) butterfly(C) kite(D) plane,0.81,0.55
114,英語,2,"2. When I was a teenager, I was very . But now, it’s easier for me to talk to people.(A) happy (B) lazy (C) popular (D) shy",0.73,0.72
114,英語,3,3. Lena doesn’t want to go with John because she is afraid of water.(A) dancing (B) hiking (C) sailing (D) shopping,0.73,0.69
114,英語,4,4. Cindy enjoys her dad read stories to her before bed.(A) to listen to (B) listening to (C) listen to (D) listens to,0.61,0.55
114,英語,5,5. Dad is busy cooking in the kitchen. Dinner will be in ten minutes.(A) free (B) full (C) medium (D) ready,0.73,0.67
114,英語,6,6. There are so many new in the office. It’ll take me some time to remember who iswho.(A) faces (B) ideas (C) rules (D) tools,0.76,0.65
114,英語,7,7. I feel like a . I was looking for my keys for hours but they have been in my pocketthe whole time.(A) fool (B) ghost (C) king (D) stranger,0.6,0.64
114,英語,8,"8. Mr. and Mrs. Wu have three daughters. Two are in high school, and is inelementary school.(A) each (B) the other (C) the one (D) the next",0.72,0.56
114,英語,9,9. It is hard for trees to along this beach because of the strong winds from the sea.(A) blow (B) build (C) follow (D) grow,0.66,0.72
114,英語,10,10. Christmas and I want to visit my aunt abroad. Do you have any plans yet?(A) came (B) comes (C) is coming (D) was coming,0.68,0.57
114,英語,11,"11. Jo won’t be happy if you’re late for his party tonight, so sure that you arrive on time.(A) make (B) makes (C) to make (D) is making",0.61,0.59
114,英語,12,12. You may have a long drive because of the terrible . There are usually a lot of carsand buses during this time.(A) experience (B) machine (C) service (D) traffic,0.7,0.72
114,英語,13,"13. In the future, there will be greater basketball players than Stephen Curry, but nowwe believe he is the best!(A) again (B) already (C) never (D) perhaps",0.52,0.64
114,英語,14,14. I guess the rainwater has come in from the kitchen. See? of the windows are closedexcept the one in the kitchen.(A) All (B) Both (C) Most (D) Some,0.48,0.31
114,英語,15,"15. machines have been used to pick fruits for a long time, they were not used onstrawberry farms until several years ago.(A) Although (B) Because (C) Before (D) If",0.56,0.53
114,英語,16,"16. There are online videos that teach you exercises you can do at home. They’ll you atrip to the gym, and some money too.(A) cost (B) give (C) keep (D) save",0.56,0.68
114,英語,17,"17. Jane’s parents are always happy to see their grandchildren, but mine less so when Ivisit them with my kids.(A) is (B) are (C) do (D) does",0.48,0.47
114,英語,18,"18. Before she about it, you should tell Daphne you broke her favorite cup.(A) asks (B) asked (C) was asking (D) will ask",0.48,0.57
114,英語,19,19. It was very windy this morning. Some of the shirts on the balcony were blown awayin the pond.(A) fell (B) and fell (C) fallen (D) and fallen,0.38,0.36
114,英語,20,20. What happened to Rex?(A) He got lost.(B) He got hurt.(C) He bit people.(D) He ate too much.,0.79,0.64
114,英語,21,21. How did the writer help Rex?(A) By calling the police.(B) By making him exercise.(C) By taking him to see a doctor.(D) By looking for a new home for him.,0.76,0.65
114,英語,22,22. What do we know about Mark from the dialogue?(A) He made Linda unhappy.(B) He is looking for a new job.(C) He did not like Linda’s cake.(D) He is getting married to Jenny.,0.68,0.7
114,英語,23,23. Which is most likely an example of stealing someone＇s thunder?  likely 可能(A) Dennis never changes his mind except when his wife tells him to.(B) Melisa tells Tom she’ll go to the party but tells her mom she’ll stay home.(C) Jeff tells everyone he’ll move abroad when Ivy is still telling them about her baby.(D) Alisa says she doesn’t care what we have for lunch but also doesn’t like the restaurant,0.7,0.7
114,英語,24,24. What can you do with a White Lake City Card?(A) Save 20% on children’s train tickets.(B) Visit any public museum in the city for free.(C) Take a train to places out of the three zones.(D) Move around the city by metro as much as you want.,0.64,0.66
114,英語,25,"25. Stacy is going to White Lake City and is staying at a hotel near the White Lake MainStation. She wants to visit the Museum of White Lake City History on Friday and seeWhite Lake on Saturday. If she plans to buy (a) White Lake City Card(s), which of the fourchoices will be best for her and cost her the least?(A) A 3-day Card for Zone 1.(B) A Weekend Card for Zones 1-3.(C) A 1-day Card for Zone 1 and a Weekend Card for Zones 1-2.(D) A 1-day Card for Zones 1-2 and a Weekend Card for Zones 1-2.",0.66,0.6
114,英語,26,26. What is Rolling Acres?(A) A zoo.(B) A campground.(C) A vacation farm.(D) A family restaurant.,0.75,0.63
114,英語,27,27. What do we learn from the first paragraph?  paragraph 段落(A) What Libby does at Rolling Acres.(B) What visitors think of Rolling Acres.(C) Why Libby’s grandparents started Rolling Acres.(D) What the Larson family’s plans are for Rolling Acres.,0.63,0.69
114,英語,28,28. What does making sacrifices mean?(A) Learning to make money and use it wisely.(B) Getting to know different sides of your family.(C) Making excuses for failing to do something difficult.(D) Giving up something important to do something else.,0.51,0.61
114,英語,29,29. What do the comics tell us?(A) Enjoy life while we can.(B) Follow the old ways of life.(C) Save our planet before it’s too late.(D) Treat others the way we want to be treated.,0.69,0.65
114,英語,30,30. What can we learn about the people in the comics?(A) They made fire before starting a fight.(B) They fought for land and plants all the time.(C) They prayed to the statues beside a large fire.(D) They used statues to show how strong they were.,0.54,0.62
114,英語,31,31. What does did it in Picture 7 mean?(A) Fall to the ground.(B) Cut down the last trees.(C) Move the statues to fighting grounds.(D) Understand how important trees were.,0.69,0.65
114,英語,32,32. What did Ariely try to find out in the origami study?(A) If he could stop the IKEA effect.(B) Why people love making origami.(C) Why IKEA furniture is so famous.(D) If anyone shared his IKEA experience.,0.46,0.47
114,英語,33,33. Which is true about the origami study?(A) Buyers would spend less on builders’ origami than builders would.(B) Builders and buyers needed to decide a price on the origami they made.(C) Builders knew others would not pay as much for the origami as they would.(D) Buyers would spend more on builders’ origami after knowing how they were made.,0.57,0.63
114,英語,34,"34. Jerry just can’t get his daughter Mia to eat more vegetables at dinner. Every time he triesto do so, there is always a lot of shouting and crying. If Jerry wants to have Mia eat morevegetables by using the IKEA effect, what should he do?(A) Tell Mia that he cooks the vegetables just for her.(B) Ask Mia to help him cook vegetables for her meal.(C) Give Mia her favorite candy after she eats vegetables.(D) Ask Mia what vegetables she likes and cook them for her.",0.57,0.61
114,英語,35,35. What is the reading mainly about?(A) The tips on using a picture to tell a story.(B) The change that electricity brought to people’s lives.(C) The history behind the picture of a UK electricity worker.(D) The story of a famous UK electricity worker from the 1970s.,0.6,0.56
114,英語,36,"36. In the UK in the 1970s, what did people most likely think of the UK electricity workers?(A) They were not brave enough to fix their problems. likely 可能(B) They worked like robots and never learned to change.(C) They were asking too much and did not know when to stop.(D) They did not care whether their job might hurt people’s health.",0.49,0.49
114,英語,37,37. Why does the writer put the “ ” mark around the word dark in the last sentence?(A) To say that the “dark” time was actually not dark.(B) To tell people that the word was said by the government.(C) To mean both the days without lights and the difficult lives people lived.(D) To show that the government and the electricity workers both lost their fights.,0.54,0.56
114,英語,38,38. (A) starts (B) started (C) has started (D) will start,0.45,0.42
114,英語,39,39. (A) he got quite scared of two things(B) he still couldn’t understand two things(C) he couldn’t stop thinking about two things(D) he did two things that would change his life,0.59,0.61
114,英語,40,"40. (A) should be spent helping his mom(B) should be a time of welcoming a new start(C) should not be about him, but about his mom(D) should not be celebrated for just one day, but for nine months",0.59,0.61
114,英語,41,41. (A) first (B) last (C) only (D) other,0.68,0.64
114,英語,42,42. (A) made his head hurt (B) made his heart sing(C) made him change his mind (D) made him give up baking,0.5,0.51
114,英語,43,43. (A) is going to give (B) gives (C) has given (D) gave,0.53,0.6
115,英語,1,1. Look at the picture. All of the students who are exercising are wearing .(A) caps(B) glasses(C) jackets(D) pants,0.7,0.58
115,英語,2,2. Rita her dogs many times a day. That’s why they’re too fat.(A) feeds (B) kisses (C) walks (D) washes,0.74,0.65
115,英語,3,3. You can ask Sophia anything about butterflies and bees. She has great of insects.(A) chances (B) knowledge (C) news (D) power,0.76,0.65
115,英語,4,4. Adam slept last night because he kept waking up from bad dreams.(A) deeply (B) early (C) terribly (D) quickly,0.71,0.67
115,英語,5,5. Tara enjoys being with all kinds of animals; she even a snake as a pet.(A) drops (B) gives (C) keeps (D) makes,0.55,0.57
115,英語,6,6. Little Eric chose the doll big brown eyes because it was the cutest in the store.(A) at (B) in (C) on (D) with,0.71,0.62
115,英語,7,"7. After four hours of mountain climbing, Rosa’s legs got , so she took a rest on the topof the mountain.(A) dirty (B) sick (C) sore (D) strong",0.6,0.65
115,英語,8,"8. Having three cups of coffee a day can’t be bad for our health, ?(A) can it (B) can they (C) is it (D) are they",0.53,0.51
115,英語,9,9. You can’t push that door open with only one hand. It’s too heavy. You have to use !(A) all (B) another (C) both (D) one,0.67,0.65
115,英語,10,"10. Alan works hard in his new job, and he wants to know his boss feels about him.(A) how (B) that (C) whether (D) why",0.6,0.65
115,英語,11,"11. I thought the girl was Kate, but it was her sister, Candy. They sounded almost thesame.(A) answered the phone (B) she answered the phone(C) who answered the phone (D) and answered the phone",0.7,0.63
115,英語,12,"12. Ken is going abroad with a woman he met online, though he doesn’t know well.(A) her (B) each other (C) any (D) another",0.5,0.58
115,英語,13,13. Joe is happy he is not at the of the class now. His grades are better than half of hisclassmates’ this school year.(A) side (B) front (C) center (D) bottom,0.56,0.62
115,英語,14,14. Look! There is not a cloud in the sky. I think the chances of getting some rain today arereally .(A) far (B) good (C) possible (D) small,0.52,0.6
115,英語,15,"15. On windy days, the flowers in my garden like shy children with their heads down.(A) bow (B) fall (C) rise (D) smell",0.38,0.44
115,英語,16,16. Mr. Olson went to the doctor when he found he his hair. He hoped he would be ableto keep his thick hair.(A) was losing (B) is losing (C) will lose (D) has lost,0.58,0.43
115,英語,17,"17. Do you know what Lindsey’s first job was? Before becoming a movie star, she thefloors at the supermarket.(A) mops (B) is mopping (C) has mopped (D) mopped",0.54,0.58
115,英語,18,"18. Our dog Lassie hides under the bed every time the moon comes out. She has been foryears, but we don’t know why.(A) it (B) like this (C) like us (D) that",0.44,0.35
115,英語,19,"19. Tom: Sam, could you help me in the kitchen now?Sam: No, I TV. It’s the most important game of the season.(A) watch (B) watched (C) have watched (D) am watching",0.73,0.65
115,英語,20,"20. Amanda wants to make fruit tea by following The Best Fruit Tea You Can Make at Home.She has several kinds of fruit in the kitchen: apples, bananas, oranges, papayas, pears, andstrawberries. Which are some of the fruits she can use to make the fruit tea?(A) Oranges, papayas and pears.(B) Apples, bananas and oranges.(C) Apples, oranges and strawberries.(D) Bananas, papayas and strawberries.",0.82,0.57
115,英語,21,"21. According to the reading, which is correct when we make the fruit tea?(A) Boiling water with sugar in it.(B) Making sure to take out the fruit.(C) Putting in the fruit and the lemon juice at the same time.(D) Leaving the teabags in the pot of hot water for 2 to 3 minutes.",0.62,0.41
115,英語,22,"22. According to the comics, what kind of person is Hawkins?(A) He sees good things in people.(B) He never goes to work on time.(C) He blindly follows other people.(D) He talks about things he can’t do.",0.73,0.66
115,英語,23,23. What does it mean when we say someone bombed something?(A) They gave it up. (B) They failed at it.(C) They were fine with it. (D) They were careful about it.,0.71,0.66
115,英語,24,24. Which question can the brochure answer?(A) Can I order tickets online?(B) How much are the tickets?(C) How can I get to the Marigolds’ Home?(D) When can I visit the Marigolds’ Home?,0.68,0.66
115,英語,25,25. What breaks the rules for visitors to the Marigolds’ Home?(A) Eating burgers in the Rose Garden.(B) Taking pictures in the Main House.(C) Entering the Rabbit’s Temple without shoes.(D) Taking pet dogs for a walk on the playground.,0.5,0.61
115,英語,26,"26. After shopping at the gift shop of the Main House, Lizzy walks out and sees the FamilyLibrary in front of her. She wants to visit the Rose Garden. How can she get there?(A) Turn left and walk past the Main House, then go straight and turn right at the corner.(B) T urn left and walk past Sir Archie’s House, then turn right and walk past the MainHouse.(C) T urn right and go straight to the Farmyard, then turn right and go straight, then turn leftat the corner.(D) Turn right and walk through the Butterfly Garden, then walk past the Rabbit’s Temple",0.66,0.62
115,英語,27,27. Why was Beatrice Harrison called the Nightingale Lady?(A) She wrote songs about nightingales.(B) She sang as beautifully as a nightingale did.(C) She taught nightingales to sing in a radio show.(D) She was famous for playing music with nightingales.,0.59,0.61
115,英語,28,28. Which is NOT used in the reading to mean the nightingale(s) ?(A) Her visitor.(B) The little singers.(C) The artist.(D) Her garden friends.,0.6,0.55
115,英語,29,29. Why does Alex Jackson write about Rose Lacey?(A) Because she died.(B) Because she is very sick.(C) Because she is moving away.(D) Because she is leaving for another job.,0.64,0.71
115,英語,30,30. How did Rose Lacey and Alex Jackson get to know each other?(A) They met at a party. (B) They were relatives.(C) They worked in the same office. (D) They took a course on movies together.,0.67,0.67
115,英語,31,31. What is special about Rose Lacey’s articles?(A) They are important to movie makers.(B) They talk about movies from a fresh angle.(C) They give interesting information about actors.(D) They are good examples of how to write stories.,0.53,0.6
115,英語,32,32. Why does the title say “Glass Bottles’ Second Life” ?  title 標題(A) People collect sea glass and use it to make new glass bottles.(B) People collect sea glass at the beach and use it to make wishes.(C) Glass bottles that are thrown into the sea become the homes of sea animals.(D) Glass bottles that are thrown into the sea become sea glass which is used in art pieces.,0.65,0.66
115,英語,33,"33. According to the reading, how is sea glass made?(A) Sea glass becomes rounder after it is pushed up to the beach.(B) Colder sea water helps pieces of glass become sea glass faster.(C) Pieces of glass become white on the outside after many years in the sea.(D) Glass bottles break into pieces when they are dug out from the sea floor.",0.58,0.56
115,英語,34,"34. According to the reading, why will less sea glass be found in the future?(A) People do not make as many glass items as before.(B) People have learned not to throw garbage into the sea.(C) Artists are using too much sea glass in their art pieces.(D) Waves are not big enough to push sea glass up to the beach.",0.55,0.67
115,英語,35,35. What does the prevalence of English mean?(A) That English is very common.(B) That English is not welcomed.(C) That English is easy and simple.(D) That English is not a national language.,0.63,0.69
