year,subject,number,question,pass,dis
114,數學,3,3.圖(一)方格紙格線上的八條等長線段形成一個線對稱圖形。圖中有四條線段標示上號碼，判斷擦去下列哪個選項中的兩條線段後，剩下的圖形不是線對稱圖形？(A)和2(B)和3(C)2和3(D)2和4圖(一),0.88,0.46
114,數學,4,4.若二元一次聯立方程式37x+2y=81的解為x=a，則a+2b之值為何？23x−2y=39y=b(A)33(B)9(C)−3(D),0.77,0.61
114,數學,5,5.如圖(二)，∆ABC中有AD，D點在BC上。根據圖中標示的度數，求p+q+r之值是多少？(A)140(B)150(C)160(D)180,0.82,0.54
114,數學,6,"6.圖(三)為一坐標平面，若從平面上的點(−1,2)出發，向下移動再向右移動，則可能移動到下列哪一點？(A)(4,1)(B)(4,3)(C)(−4,1)(D)(−4,3)",0.77,0.55
114,數學,7,7.圖(四)為某國預估50年後的人口變動數直方圖，各組的數值若為正數表示該組人口50年後會增加，若為負數表示該組人口50年後會減少。根據此圖預估該國60歲以上的人口，50年後會增加或減少多少人？圖(四)(A)增加207萬人(B)增加425萬人(C)減少109萬人(D)減少271萬人,0.78,0.56
114,數學,8,8.計算(23+6)×2的結果，與下列何者相同？(A)43(B)63(C)23+26(D)43+26,0.75,0.59
114,數學,9,9.某園區想將20個無障礙停車位設置在出入口附近，為了符合規定，規劃每個停車位的長度為600公分，寬度為200公分，並且停車位旁需設置寬度為150公分的下車區，相鄰的停車位可以共用下車區。若以圖(五)的方式讓這些停車位相鄰，且兩個相鄰的停車位之間皆有下車區，則圖中的停車位及下車區的總寬度是多少公分？(A)6850(B)7000(C)7150(D)7200,0.72,0.55
114,數學,10,10.利用乘法公式判斷，下列算式之值，何者與其他不相同？(A)(1062−42)×(1082−22)(B)(1072−32)×(1072−12)(C)(1082−22)×(1062−22)(D)(1092−12)×(1052−12),0.58,0.6
114,數學,11,11.阿嘉和小楊都有5張分別標示數字1、2、3、4、5的紙牌，圖(六)表示兩人的牌中皆有三張牌被自己蓋住的情形。今兩人打算從自己蓋住的紙牌中翻開一張牌，若阿嘉蓋住的牌中每張牌被翻開的機會相等，小楊蓋住的牌中每張牌被翻開的機會相等，則比較兩人翻開的那張牌上的數字，阿嘉比小楊大的機率為何？131(A)32(B)5231圖(六)(C)92(D),0.72,0.54
114,數學,12,12.有甲、乙、丙三種三角形木片，其邊長如圖(七)所示，阿林、小博打算利用這三種木片各自組合成一個正三角錐。首先兩人皆選一片甲當作底面，接著阿林選三片乙當作側面，小博選三片丙當作側面，關於兩人選的木片能不能組合成一個正三角錐，下列判斷何者正確？(A)兩人皆能(B)兩人皆不能3(C)阿林能，小博不能(D)阿林不能，小博能,0.66,0.41
114,數學,13,13.已知甲方程式為(x−4)2=9，乙方程式為(x+9)2=−4。關於甲、乙兩方程式的解的情形，下列敘述何者正確？(A)甲有兩個相異的解，乙無解(B)甲有兩個相異的解，乙有兩個相異的解(C)甲有兩個相同的解，乙無解(D)甲有兩個相同的解，乙有兩個相異的解,0.61,0.59
114,數學,14,14.圖(八)為貝可咖啡店的菜單，店家今日準備了120杯咖啡和100個三明治販售。若今日準備的餐點全部售出且收入共為8700元，則售出早餐組合的收入在下列哪一個範圍？(A)4300～4399元(B)4400～4499元(C)4500～4599元(D)4600～4699元,0.56,0.49
114,數學,15,15.如圖(九)，數線上由左至右有A(a)、B(b)、C(c)、D(d)、E(e)五點，且AB=BC=CD=DE。若原點在AE上，且a+b=e，則下列關於原點位置的敘述，何者正確？(A)在BC上且較接近B點(B)在BC上且較接近C點圖(九)(C)在CD上且較接近C點(D)在CD上且較接近D點,0.6,0.51
114,數學,16,16.如圖(十)，∆ABC中，D點為AB的中點，E點在AB上，F點在AC上，且EF//BC。若AF=7，FC=3，則下列敘述何者正確？(A)DE>EB，DF與EC平行(B)DE>EB，DF與EC不平行(C)DE<EB，DF與EC平行(D)DE<EB，DF與EC不平行,0.5,0.49
114,數學,17,17.圖(十一)是某種螺絲釘上螺紋的示意圖，圖中的虛線皆為水平線或鉛垂線，圖上標示出角度，也標示出水平線間或鉛垂線間的距離。根據圖中的標示，判斷此種螺絲釘的螺紋深度是螺紋間距的多少倍？5(A)85(B)1653(C)853(D),0.51,0.49
114,數學,18,18.已知a、b、c皆為正整數，且a、b兩數的最大公因數與最小公倍數分別為11與88。關於a、b、c三數的最大公因數與最小公倍數，甲、乙兩人分別提出看法如下：甲：a、b、c三數的最大公因數可能比11大乙：a、b、c三數的最小公倍數可能比88小對於甲、乙兩人的看法，下列判斷何者正確？(A)甲、乙皆正確(B)甲、乙皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確,0.44,0.44
114,數學,19,19.圖(十二)為金銀河影城的價目表。某社團16人去此影城看電影，打算以比賽獎金6000元購買電影票、爆米花與飲料。若要讓每人拿到一張電影票和一杯飲料，則最多可買多少盒爆米花？(A)3(B)4(C)5圖(十二)(D)6,0.48,0.44
114,數學,20,20.圖(十三)為一張五邊形紙片ABCDE，F點在CD上，且以BE、BF、FE為摺線將紙片向內摺至同一平面後，A、C、D恰重疊在同一點P，如圖(十四)所示。若BE>FE>BF，則根據圖(十四)中標示的角，判斷下列敘述何者正確？6圖(十三)圖(十四)(A)∠3+∠4=90°，∠1+∠2>∠5+∠6(B)∠3+∠4=90°，∠1+∠2<∠5+∠6(C)∠3+∠4≠90°，∠1+∠2>∠5+∠6(D)∠3+∠4≠90°，∠1+∠2<∠5+∠6,0.35,0.41
114,數學,21,21.坐標平面上有二次函數y=−(x+7)2+12的圖形，今將此圖形向右平移10單位，平移過程中此圖形與y軸的交點也會跟著變化。假設此圖形與y軸的交點為P，判斷在平移過程中，P點位置的變化情形為下列何者？(A)持續向下(B)持續向上(C)先向下再向上(D)先向上再向下,0.44,0.5
114,數學,22,22.如圖(十五)，∆ADG的頂點G為∆ABC的重心，DG與AB相交於E點。若DE：EG=3：2，AE：EB=3：4，則∆ADG面積為∆ABC面積的多少倍？5(A)125(B)145(C)155(D),0.33,0.26
114,數學,23,23.如圖(十六)，∆ABC的三個頂點都在一圓上，固定A點將∆ABC依順時針方向旋轉，旋轉後的三角形為∆AB′C′，且B′會落在同一圓上，其中AB與AC′的夾角為x°。若BC=54°，CA=62°，則x值為何？(A)27(B)31(C)32(D)37,0.3,0.33
114,數學,24,24.小桃騎乘該自行車時，原本使用的前齒輪為33齒，後齒輪為21齒。根據上文，他從原本的前後齒輪組合切換成下列四種組合中的哪一種後，踩起來最費力？(A)前齒輪不變，後齒輪切換為18齒(B)前齒輪不變，後齒輪切換為24齒(C)前齒輪切換為22齒，後齒輪不變(D)前齒輪切換為44齒，後齒輪不變,0.72,0.52
114,數學,25,25.即使是不同的前齒輪齒數與後齒輪齒數的組合，仍可能產生相同的齒輪比，因此小桃這輛18段變速自行車實際上只能夠產生14種不同的齒輪比。根據上文，判斷這輛自行車切換前齒輪齒數與後齒輪齒數的組合時，下列哪一個齒輪比有最多種組合？11(A)611(B)711(C)811(D),0.59,0.55
115,數學,1,1.解二元一次聯立方程式，得x值為何？2x−2y=1(A)−4(B)−2(C)2(D)4,0.83,0.55
115,數學,2,2.如圖(一)，直角柱ABCDEF的底面為正三角形，圖中標示各頂點名稱。判斷此角柱中的∠ABC、∠BCF的度數分別為何？(A)∠ABC=90°，∠BCF=90°(B)∠ABC=60°，∠BCF=60°(C)∠ABC=90°，∠BCF=60°(D)∠ABC=60°，∠BCF=90°,0.82,0.5
115,數學,3,3.若504的最簡根式為ab，則a+b之值為何？(A)13(B)19(C)20(D)50,0.77,0.59
115,數學,4,4.已知甲袋中有三顆球，球上分別標記2、3、4；乙袋中有三顆球，球上分別標記3、4、5。阿翰打算從甲、乙兩袋中各抽出一球，若甲袋中每顆球被抽出的機會相等，乙袋中每顆球被抽出的機會相等，則抽出的兩球上的數字，總和為多少的機率最大？(A)6(B)7(C)8(D)9,0.81,0.55
115,數學,5,5.算式2.45×98.7−(−0.55)×98.7之值介於下列哪兩個數之間？(A)150，200(B)200，250(C)250，300(D)300，350,0.76,0.53
115,數學,6,6.小彭的農園將收成的文旦根據每顆的重量分為小果、中果、大果，再根據每顆的品質分為良級、優級、特級，分類後各類別的總重量如表(一)所示。表(一)因為被分類為良級或大果的文旦不受喜愛，所以小彭僅將其餘的文旦都包裝成禮盒販售，求包裝成禮盒販售的文旦總共有多少公斤？(A)620(B)630(C)700(D)720,0.77,0.52
115,數學,7,7.計算多項式4x2−3x−5除以x+2後，所得商式與餘式兩者之和為何？(A)4x+6(B)4x+10(C)−7x−5(D)−11x−1,0.71,0.62
115,數學,8,8.有一培養皿上均勻分布細菌，圖(二)是培養皿與其俯視圖，生物學家在培養皿上選定四個圓形區域，區域面積越大所含細菌數越多。若圖中甲、乙、丙三個區域細菌的數量分別為4.4×105個、7.3×106個、5.4×107個，則下列何者可能是丁區域細菌的數量？(A)1.7×105個(B)1.7×106個(C)1.7×107個(D)1.7×108個,0.75,0.56
115,數學,9,9.已知一元二次方程式2x(x+7)−10(x+7)=0的兩根為a、b，且a>b，求a+2b之值為何？(A)−13(B)−9(C)−4(D),0.65,0.59
115,數學,10,10.某書店舉辦優惠活動，購買的書原價合計滿1100元折扣200元，圖(三)為兄妹兩人的對話情形。圖(三)根據圖中的對話計算，妹妹要買的書原價為多少元？(A)360(B)380(C)460(D)480,0.64,0.56
115,數學,11,11.A(a)、B(b)、P(a+b)三點在數線上的位置如圖(四)所示。若要在數線上標示點Q(b−a)，則關於Q點的位置，下列敘述何者正確？(A)在B的右邊(B)介於A、B之間圖(四)(C)介於P、A之間(D)在P的左邊,0.69,0.59
115,數學,12,12.∆ABC的邊上有三點D、E、F，各點位置如圖(五)所示。若BE=AF，∠BED=∠AFC，ED=FC，則根據圖中標示的長度，求四邊形ADEF周長為何？(A)20(B)22(C)24(D)25,0.64,0.61
115,數學,13,"13.若坐標平面上有一直線L與x軸平行，且L通過點(−3,−1)，則L的方程式為何？(A)x=−3(B)y=−3(C)x=−1(D)y=−1",0.69,0.62
115,數學,14,14.已知坐標平面上有二次函數y=−(x+5)2−20的圖形，甲、乙兩人提出以下看法：【甲】此函數圖形上某個點的y坐標為−15【乙】此函數圖形上某個點的y坐標為25對於甲、乙兩人的看法，下列判斷何者正確？(A)甲、乙皆正確(B)甲、乙皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確,0.62,0.57
115,數學,15,15.圖(六)有一正六邊形ABCDEF與一正n邊形的部分圖形，其中G、E、H、I為正n邊形中連續的四個頂點，F在GE上，C、D、H、I四點共線。求n值為何？(A)8(B)10(C)12(D)15,0.64,0.56
115,數學,16,16.如圖(七)，∆ABC中，∠ABC=90°，D點為AC的中點，E點在BD上，AE為∠BAC的角平分線。若∠C=40°，則∠AEB的度數為何？(A)105(B)110(C)115(D)120圖(七),0.5,0.49
115,數學,17,17.某國政府公布2023年的全國用電量為2700億度，並預估2024～2030年的全國用電量逐年增加，且每年增加的用電量為其前一年的2.5%。根據預估，該國2030年的全國用電量為多少億度？(A)2700×(1.025)7(B)2700×(1.025)8(C)2700+7×2700×0.025(D)2700+8×2700×0.025,0.55,0.53
115,數學,18,18.如圖(八)，圓O與菱形ABCD中，A、B、D在圓上，C在圓內，O在AC上。若圓O的半徑為13，BD=24，則CO的長度為多少？(A)2(B)3(C)4(D)5,0.48,0.48
