year,subject,number,question,pass,dis
112,自然,28,28.圖(十四)為小佐某天前往圖中甲地旅遊前所查詢的地面天氣簡圖，圖中黑色實線為等壓線，已知圖中H和L的天氣系統未來會向圖中箭頭所指的方向移動，因此他認為接下來甲地應為晴朗的天氣。下列關於天氣系統H的敘述，何者最能用來說明小佐的看法？(A)中心近地面的氣流下沉，水氣不易凝結圖(十四)(B)中心近地面的氣流上升，水氣不易凝結(C)中心近地面氣壓比附近外圍低，水氣含量較少(D)中心近地面氣壓比附近外圍高，水氣含量較高,0.57,0.62
112,自然,29,29.小泉暑假時到武嶺一日遊，他從臺中住家開車出發，途中經清境農場稍作休息後，再開車上武嶺，之後再返回臺中住家，如圖(十五)所示。根據圖中資訊，當天不同時間時，小泉所在環境的氣壓與氣溫關係圖，何者最合理？(cid:5378)(cid:1875)圖(十五)(A)(B)(C)(D),0.55,0.6
112,自然,34,34.秀春買了一個電火鍋，圖(十九)為電火鍋上的電器標示，依據標示的資訊，在正常使用的情形下，此電火鍋達到最大功率時，每分鐘消耗多少的電能？(A)20J(B)110J(C)1200J圖(十九)(D)72000J,0.42,0.52
112,自然,36,36.小逸每天中午都會記錄升旗臺上的竿影變化，他經過多年的測量發現在不考慮天氣因素的情況下，每年的1月底及11月底各有1次中午無竿影的紀錄。已知升旗臺上的旗竿鉛直立於水平地面上，根據上述資訊，升旗臺的所在位置最可能位於圖(二十二)圖(二十二)中甲、乙、丙、丁的哪一點？(A)甲(B)乙(C)丙(D)丁,0.34,0.52
112,自然,37,37.如圖(二十三)所示，有一電路裝置固定放置在水平面上，甲、乙兩段南北向的導線分別置於兩馬蹄型磁鐵所形成的磁場中，磁場恰好與甲、乙兩段導線垂直。判斷甲、乙兩段導線在磁場中所受磁力的方向，下列敘述何者正確？(A)甲、乙均向東(B)甲、乙均向西圖(二十三)(C)甲向東，乙向西(D)甲向西，乙向東,0.37,0.58
112,自然,39,39.小櫻查詢了網路上的資料後，在月曆上把2個有特殊天文現象的日子作記號，如圖(二十四)所示。資料顯示在當月9日晚間可見到月食，而23日早上則可見到日食。根據此月曆，下列有關不同日期的月相何者最合理？(A)2日應為下弦月(B)16日應為滿月圖(二十四)(C)23日應為下弦月(D)30日應為上弦月,0.47,0.58
112,自然,40,40.下列為一則新聞報導：一場泳池慶生派對中，工作人員在泳池中倒入大量的液態氮，以製造煙霧效果並且炒熱氣氛，最後卻造成數人昏迷送醫。有人分析：「氮氣和池水中的氯會反應產生有毒的三氯化氮，對皮膚和呼吸道相當刺激。」小莫看完報導後，認為三氯化氮雖然有毒，但應該不是此次意外的原因，應是其他因素所致，下列何者最可能是她認為不是三氯化氮的理由？(A)空氣中有大量氮氣，池水也會接觸氮氣，但一般泳池並沒有類似的意外(B)池水溫度會因液態氮汽化而下降，反而會加快產生三氯化氮的反應速率(C)泳池會加入較高濃度的氯氣用以殺菌消毒，故泳池的氯含量比自來水高(D)液態氮汽化後所產生的氣體會溶於池水中，與池水中的氯接觸機會增加,0.52,0.58
112,自然,43,43.若壯壯跟安安兩人對於早餐飲品的需求為：壯壯：我想要攝取較多的胺基酸。安安：我要減少攝取糖。則根據營養比較表，在攝取相同容量飲品的情況下，推論兩人的選擇，下列何者最合理？(A)兩人皆宜選擇牛奶(B)兩人皆宜選擇燕麥奶(C)壯壯選擇牛奶，安安選擇燕麥奶(D)壯壯選擇燕麥奶，安安選擇牛奶,0.57,0.55
112,自然,45,45.根據本文第一段的資訊，下列有關C的敘述，何者最合理？p(A)風力發電機葉片轉動的速率愈快，C值會愈大p(B)風力發電機葉片轉動的速率愈快，C值會愈小p(C)風力發電機葉片由風力獲得能量的比例愈高，C值會愈大p(D)風力發電機葉片由風力獲得能量的比例愈高，C值會愈小,0.57,0.41
112,自然,46,46.根據圖(三十)，假設原始的風速v為10m/s，通過發電機後，最後的風速v為多12少時，會接近最大的C值？p(A)0(B)3.3m/s(C)5.9m/s(D)10m/s,0.46,0.41
112,自然,50,50.根據本文，當模擬的地震參數固定時，可利用圖(三十二)來說明下列何者？(A)當岩層越厚時，可能會有較高的土壤液化潛勢(B)當砂土層越厚時，可能會有較高的土壤液化潛勢(C)當地下水位越高時，可能會有較高的土壤液化潛勢(D)當地層組成以砂土為主時，可能會有較高的土壤液化潛勢,0.75,0.49
113,自然,3,3.圖(二)為臺灣一週的氣溫預報圖，呈現不同地區的氣溫隨時間變化情況，圖中橫坐標的刻度代表當日正午12點。圖(二)若媒體想根據圖(二)，以簡易標題說明未來幾天的天氣概況，下列哪一說法最合適？(A)11/07起，北部轉冷，中、南部變更熱(B)11/08起，全臺連日豪雨持續一週(C)11/08起，冷空氣南下，當日北部氣溫驟降(D)11/10起，中部天氣趨於穩定，日夜溫差逐日變小,0.8,0.45
113,自然,6,6.小健家中電扇插頭處的電線被老鼠破壞而導致銅線裸露，如圖(四)。小健取來絕緣膠帶試圖修復，步驟如圖(五)。家人認為小健的修復方式並不適當，其原因最可能為下列何者？(A)插電後電扇雖會轉動，但轉動速率下降(B)插電後電扇雖會轉動，但耗電量將上升(C)插電後電線會發生短路，可能引發電線走火(D)插電後，流過電扇的電流將變大，導致電扇,0.8,0.31
113,自然,10,10.圖(八)為中洋脊附近的剖面示意圖，並標示中洋脊旁的X處與離中洋脊較遠的Y處、Z處海洋地殼。根據上述，下列何者最可能為X處、Y處、Z處的海洋地殼年齡關係？圖(八)(A)(B)(C)(D),0.74,0.56
113,自然,15,15.圖(十一)為北半球某處地面附近的等壓線示意圖，曲線為等壓線，關於利用圖中資訊所做的推論，下列何者最合理？(A)圖中等壓線密集處的氣壓值比稀疏處高(B)圖中標示1020的該條等壓線，為氣壓最高的位置(C)若再有一條等壓線的數值，即可判斷此地大致溫度(D)若再有一條等壓線的數值，即可判斷此地大致風向圖(十一),0.61,0.66
113,自然,16,16.圖(十二)為汽車上測量輪胎某項物理量的裝置，圖中的psi為其中數值的單位。此單位可表示為磅力1psi＝1，其中磅力為力的單位，英寸為長度平方英寸的單位。根據上述資訊，此項裝置的功能最可能為量測汽車輪胎的哪一項物理量？圖(十二)(A)每秒轉動次數(B)胎內的氣體壓力(C)施於地面的推力(D)與地面間的摩擦力,0.5,0.3
113,自然,17,17.牙齒酸蝕是指酸性物質會使牙齒外層的琺瑯質軟化，而容易損耗。小涵進行實驗一，探討不同pH值與牙齒酸蝕後重量減少的關係。他選用形狀大小很相近的豬牙齒，分別浸泡不同濃度的鹽酸數日，實驗一的結果如表(三)。小涵又進行實驗二，取形狀大小很相近的豬牙齒，分別浸泡在pH值介於2～4之間的甲、乙、丙三杯飲料中數日，發現牙齒重量減少百分比為丙＜甲＜乙。若實驗二只考慮pH值的影響，則依實驗一的結果，關於甲、乙、丙三杯飲料的推測，下列何者最合理？(A)乙杯最酸，其pH值最大(B)乙杯最酸，其pH值最小(C)丙杯最酸，其pH值最大(D)丙杯最酸，其pH值最小,0.7,0.57
113,自然,19,19.已知甲～丁四者均為純物質，其所含元素的質量表(四)百分比如表(四)。表中哪些物質不可能是有機化合物？(原子量：C＝12、H＝1、O＝16)(A)甲、乙(B)乙、丙(C)丙、丁(D)甲、丙,0.57,0.53
113,自然,24,24.阿華在赤道某處地面透過儀器觀測太陽，兩日內地面上可見太陽明亮面積的百分比變化如圖(十三)。已知觀測期間天氣晴朗無雲，則下列有關第二日9時至12時之間所見的現象敘述，何者最合理？(A)當日應該是農曆十五(B)當日白天長度是一年中最短的(C)此現象是月球的影子落在地球上所造成(D)此現象是阿華隨地球自轉進入夜晚所造成圖(十三),0.62,0.5
113,自然,27,27.在一大氣壓下，將一塊質量100g的冰塊置於燒杯中，以穩定熱源均勻加熱，其溫度與加熱時間的關係如圖(十六)。根據此圖判斷下列何者正確？(A)T的數值為01(B)t可以表示冰塊的熔點1(C)當時間大於t，燒杯中的水只會以氣態存在2圖(十六)(D)在t～t期間，燒杯中的水是以固體與氣體共存的狀態,0.45,0.55
113,自然,29,29.在自來水中加入氯氣雖然可以消毒，但氯氣可能會進一步反應產生致癌物。下列實驗，想知道將自來水靜置一段時間或加熱能否降低餘氯量，實驗結果如表(七)和表(八)：表(七)表(八)依據表中結果判斷，下列說明何者最合理？(A)僅由表(七)的結果，可以判斷溫度高低與能否降低餘氯量有關(B)僅由表(八)的結果，可以判斷靜置時間長短與能否降低餘氯量有關(C)由表(七)結果可以做出在10℃時，餘氯量也會隨靜置時間增加而下降的結論(D)以表(七)數據做為參照，可使用表(八)的結果來判斷加熱能否降低餘氯量,0.63,0.49
113,自然,31,31.小茵居住在臺灣，圖(十七)為他就讀學校的教室平面圖。小茵發現每日正午時，陽光從窗戶照射進教室內的範圍會變化，圖中白色區域為某日受到正午陽光直接照射到的範圍。之後他連續二個月每天觀察，發現正午陽光直接照射到的範圍，從第1排逐漸擴大至第3排，再逐漸縮至第2排。推測下列何者最可能是小茵觀察的時間區間？(A)春分前至春分後(B)夏至前至夏至後圖(十七)(C)秋分前至秋分後(D)冬至前至冬至後,0.31,0.36
113,自然,35,35.圖(二十)為某小島發生一次規模為M、震央震度為5弱的震度分布圖，甲、乙、丙為測站位置。表(十)為小方整理這些測站在不同次地震得到的資訊，其中只有一次是圖(二十)地震的資訊。根據上述資訊，M的值或範圍應為下列何者？表(十)圖(二十)(A)M＝5.2(B)5.2＜M＜6.1(C)M＝6.1(D)M＞6.1,0.36,0.52
113,自然,36,36.已知下列各選項的示意圖，表示由透鏡主軸上P點發射的光線，經過透鏡後的偏折情形，則哪一個選項中透鏡的焦距最可能為10cm？(A)(B)(C)(D),0.33,0.38
113,自然,38,38.如圖(二十一)，在無摩擦力的水平面靜置一個質量為M的木塊，今以水平外力F推動此木塊，使其沿力的方向移動S的距離，外力對木塊所作的功完全轉換為木塊的動能。小明與小華想要讓木塊獲得的動能變圖(二十一)為原本的2倍，他們分別提出以下策略：兩人的策略是否合理？(A)兩人皆合理(B)只有小明合理(C)只有小華合理(D)兩人皆不合理,0.25,0.31
113,自然,40,40.下列哪一實驗裝置圖最適合用來表示以直流電源在鐵片上鍍銅？(A)(B)(C)(D),0.51,0.59
113,自然,44,44.根據本文，下列何者最符合該國政府對未來發電方式的期望？(A)(B)(C)(D),0.63,0.47
113,自然,46,46.根據圖(二十四)，2021年的「住宅用電」可表示為下列何者？(A)2.235×1010度(B)2.235×1011度(C)5.2729×1011度(D)5.2729×1012度,0.61,0.58
113,自然,47,47.文中提及「一般認為冷氣時會影響住宅用電多寡，冷氣時增加會使住宅用電增加，減少則使住宅用電減少」，下列哪一項數據最符合上述引號中的說法？(A)2017～2018年冷氣時與住宅用電的變化情形(B)2020～2021年冷氣時與住宅用電的變化情形(C)這五年中，冷氣時最低年分與住宅用電最低年分，兩者的對應關係(D)這五年中，冷氣時最高年分與住宅用電最高年分，兩者的對應關係,0.66,0.57
113,自然,48,48.文中「冷氣時」選擇以超過28℃的時數計算，其原因可能與下列何者最相關？(A)28℃為臺灣的平均氣溫(B)氣溫28℃時冷氣機最耗電(C)28℃以上的氣溫，會讓多數民眾選擇開冷氣機(D)冷氣機設定為28℃時，冷房效果最佳最為省電,0.74,0.47
113,自然,49,49.圖(二十五)中的二氧化碳濃度變化資料，整張圖所呈現的時間範圍約為多久？(A)5個星期(B)5個月(C)5年(D)50年,0.6,0.53
113,自然,50,50.文末提及「氧氣的濃度也會有週期性變化」，其變化百分比與理由，下列何者最合理？(A)因CO的分子量大於O，故O的變化百分比會比2～3%要小很多222(B)因CO的分子量大於O，故O的變化百分比會比2～3%要大很多222(C)因大氣中O的濃度比CO高得多，故O的變化百分比會比2～3%要小很多222(D)因大氣中O的濃度比CO高得多，故O的變化百分比會比2～3%要大很多,0.35,0.41
114,自然,1,1.孕婦產檢時常使用超聲波來檢查腹中胎兒的生長情形，當醫生使用超聲波進行檢查時，孕婦對超聲波的聽覺感受，下列說明何者最合理？(A)孕婦會聽見低沉的轟隆聲超聲波亦稱作超音波(B)孕婦會聽見尖銳刺耳的聲音(C)因頻率過高，故孕婦聽不見超聲波(D)因波速過快，故孕婦聽不見超聲波,0.81,0.51
114,自然,2,2.小陞想以圖(一)中的裝置或器材，測量一顆形狀不規則小石頭的密度，他應選擇哪兩項來測量？50mL5040308910762045310120圖(一)(A)甲與丁(B)甲與丙(C)乙與丁(D)乙與丙,0.81,0.49
114,自然,5,5.圖(二)為一鋒面的剖面示意圖，黑色曲線表示鋒面，兩側分別為甲、乙空氣，箭頭為空氣沿著鋒面上升的方向，並呈現鋒面附近的雲雨分布情形。關於此鋒面兩側甲、乙空氣的性質比較，下列何者最合理？(A)甲、乙皆為暖空氣(B)甲、乙皆為冷空氣(C)甲為暖空氣、乙為冷空氣(D)甲為冷空氣、乙為暖空氣,0.7,0.47
114,自然,6,6.臺灣地下水資源豐富，許多地區都有取用地下水，若使用不當則可能造成災害。小盈想在簡報中說明過度抽取地下水所造成的影響，則下列照片及其說明何者最適合？(A)(B)(C)(D),0.95,0.32
114,自然,8,8.圖(四)為某蘆筍植株的示意圖，圖中甲部位經過日光照射，呈現綠色；乙部位未受到日光照射，呈現白色。有關兩部位進行生理作用時所釋出的氣體，下列敘述何者最合理？(A)甲能釋出O，但乙不能2(B)甲能釋出CO，但乙不能2(C)乙能釋出O，但甲不能2(D)乙能釋出CO，但甲不能,0.68,0.61
114,自然,9,9.將一支未削尖的鉛筆置於桌面，鉛筆右端為軟質橡皮，左端為硬質木頭，在其兩端分別以手指施水平力，且兩力作用於同一直線上，施力後保持靜止平衡，如圖(五)。其中手指施於鉛筆左、右兩端力的大小分別為F、F，鉛筆施於左右左、右兩端手指的反作用力大小分別為F′、F′。已知F為1N，若不考慮鉛筆左右左與桌面間的摩擦力，則下列關係何者正確？(A)F′＜F＜1N右右(B)F′＜F＝1N右右(C)F′＝F＜1N右右(D)F′＝F＝1N,0.75,0.52
114,自然,11,11.某電玩公司為了防止兒童誤吞遊戲主機的遊戲卡，因而在遊戲卡塗上苯甲地那銨。苯甲地那銨是非常苦的物質，其濃度只要達到______，也就是每1000g的溶液中含有30mg的苯甲地那銨，便會苦到讓人難以忍受。上述空格最適合填入下列何者？(A)30%(B)30mg(C)30ppm(D)30g/cm3,0.71,0.49
114,自然,13,13.房產專家建議，若可以選擇，住在臺北的居民，其陽臺面對的方向盡量不要朝向北邊、東北邊。因為冬天的時候容易下雨，且陽臺面對的方向易有強風，雨水會直接打向陽臺，容易使晾晒的衣物淋溼。專家的這個建議是否適用於其他地區？(A)適用於臺南，因為冬天時位處季風迎風面的臺南氣候偏溼(B)適用於基隆，因為冬天時位處季風背風面的基隆氣候偏溼(C)不適用於宜蘭，因為冬天時位處季風迎風面的宜蘭氣候偏乾(D)不適用於高雄，因為冬天時位處季風背風面的高雄氣候偏乾,0.7,0.61
114,自然,14,14.有三顆小球，在紅光照射下，觀察到小球分別呈現紅色、紅色、黑色，關於這三顆小球在白光照射下所呈現顏色的推論，下列何者最合理？(A)至少有一顆紅球(B)至少有一顆黑球(C)最多有兩顆白球(D)最多有兩顆綠球,0.67,0.52
114,自然,16,16.圖(八)是某地的地層剖面示意圖。已知該地由火山灰堆積形成的岩層約在8百萬年前形成，岩脈約在6百萬年前形成，且該地的地層並未經過上下翻轉。根據圖中資訊，下列關於各地層形成時間之推論，何者最不合理？(A)砂岩形成的時間，比頁岩形成的時間晚(B)岩脈形成的時間，比石灰岩形成的時間晚(C)石灰岩形成的時間，可能在7百萬年前(D)頁岩形成的時間，可能介於6～8百萬年前之間圖(八),0.68,0.57
114,自然,17,17.已知Ca和Cl的原子序分別為20、17，Ca2+和Cl的質子數和電子數如表(三)，表中w、x、y、z的數值大小比較，下列何者正確？(A)w＞z表(三)(B)x＞y(C)x＞z(D)y＞w,0.66,0.57
114,自然,25,25.下列實驗探討鋅銅電池電極的面積大小對於電池電壓與電流的影響：實驗器材：大電極(3.0cm×8.0cm)：大銅片、大鋅片各兩片小電極(1.0cm×8.0cm)：小銅片、小鋅片各兩片除了電極面積不同，其餘實驗條件皆相同，並以三用電表檢測電壓與電流，結果如表(五)：表(五)關於此實驗的說明，下列何者合理？(A)電極面積不同對於電功率變化的影響，負極大於正極(B)電極面積不同對於電功率變化的影響，正極大於負極(C)正極面積相同，負極面積不同，對於電壓值變化比例的影響大於電流值(D)負極面積相同，正極面積不同，對於電壓值變化比例的影響大於電流值,0.53,0.45
114,自然,31,31.圖(十七)為甲、乙兩組電流磁效應實驗，兩組實驗所用材料相同，乙組較甲組多連接一顆電池，銅線的擺放方向均為南北向。已知下列選項中磁針黑色部分為N極，則甲、乙兩組實驗中磁針的偏轉方向，哪一組最合理？圖(十七)(A)(B)(C)(D),0.47,0.54
114,自然,32,32.在適當的條件下，HS和SO會發生反應，表(六)22生成HO和S。小如記錄某一反應裝置內2反應前、反應後各物質的質量，如表(六)。下列何組數據最可能是上述反應後各物質的質量？(A)(B)(C)(D),0.47,0.48
114,自然,37,37.圖(二十一)為距離太陽最近的五顆行星其公轉軌道示意圖(未依實際距離及大小繪製)，假設這五顆行星與太陽皆位於同一平面上，有關星體的排列方式，下列敘述何者最合理？圖(二十一)(A)若地球、金星、水星呈一直線，地球可能位於金星與水星之間(B)若太陽、地球、火星呈一直線，太陽可能位於地球與火星之間(C)若金星、太陽、水星呈一直線，太陽不可能位於金星與水星之間(D)若火星、地球、木星呈一直線，地球不可能位於火星與木星之間,0.47,0.48
114,自然,42,42.瑞典學生拍攝影片表達節能的重要性，影片中請來奧運自行車選手踩單車發電烤吐司，最終選手踩到精疲力竭，才烤好一片吐司，如圖(二十六)，過程中發電的平均電功率約700W，總共產生的電能約0.021kWh。若以一度電3元計算，上述過程產生的電能，其對應的電費應如何計算？(A)700×3元kWh亦寫作kW．h1000(B)0.021×3元0.021×700(C)×3元10000.021×1000(D)×3元,0.37,0.56
114,自然,43,43.根據實驗結果，關於不同溫度對蒜頭變綠色的影響，下列說明何者最合理？(A)全程在10℃，變色的速率最快(B)全程在25℃，變色的速率最快(C)先低溫處理，接著改在25℃放置會減緩變色的速率(D)先低溫處理，接著改在25℃放置會加快變色的速率,0.59,0.49
114,自然,44,44.僅根據實驗三的結果，推測使蒜頭變綠色的有利環境，最可能是下列何者？(A)酸性越弱的環境(B)酸性越強的環境(C)有–COOH原子團的環境(D)沒有–COOH原子團的環境,0.42,0.38
114,自然,45,45.僅根據小花檢測的初步結果，下列推論何者最合理？(A)出血時間過短，須進一步檢查(B)出血時間於容許範圍內，可能無異常(C)出血時間於容許範圍內，但可能罹患X減少症或其他凝血因子異常(D)出血時間過長，可能罹患X減少症或其他凝血因子異常,0.65,0.47
114,自然,47,47.阿貴在做砝碼質量為200g的實驗時，他施一個鉛直向上的定力將彈簧秤以穩定且緩慢的速度提高10cm，並使砝碼上升5cm，此過程彈簧秤拉力所作的功為多少gw．cm？(A)1000(B)1500(C)2000(D)3000,0.42,0.28
114,自然,49,49.考量月球在甲、乙兩處的月相，下列俯視圖何者最可能是阿平進行模擬時，球於兩處的亮暗面分布狀態？(A)(B)(C)(D),0.37,0.49
114,自然,50,50.根據圖(三十一)模擬的月球移動路徑，當月球由甲處移動至乙處的這段時間，地球自轉或繞太陽公轉了幾圈？(A)地球大約自轉了半圈(B)地球大約自轉了15圈(C)地球繞太陽大約公轉了半圈(D)地球繞太陽大約公轉了15圈,0.53,0.58
115,自然,1,1.小翔將上皿天平靜置於水平桌面上，發現天平的指針靜止時偏向左邊，便進行歸零的動作。已知天平歸零後，指針靜止時指在中央的刻度上，則小翔所作的歸零動作最可能為下列何者？(A)將左邊的校準螺絲向內旋入(B)將兩端的校準螺絲均向內旋緊(C)在左邊的秤盤上放上一張秤量紙(D)使用砝碼夾將指針撥往中央的刻度,0.8,0.49
115,自然,4,4.敏敏針對某段海岸線進行研究，他將不同時期的海岸線套疊在2018年的海岸線圖上，如圖(一)。根據圖中資訊，可呈現出下列何項事實？(A)2015至2016年，此段海岸線大致往陸地方向退縮(B)2017至2018年，此段海岸線大致往海的方向擴張圖(一)(C)從2015年開始，海岸線的沉積與侵蝕速率大致相等(D)從2015年開始，對海岸線的侵蝕作用比沉積作用大,0.82,0.46
115,自然,7,7.將燈泡、毫安培計、電池等電路元件連接成如圖(五)所示的電路裝置，已知毫安培計A、A的讀數分別12為500mA、300mA，則毫安培計A的讀數最接近3下列何者？(A)200mA(B)500mA(C)800mA(D)1000mA圖(五),0.64,0.56
115,自然,8,8.以下為裝設在學校的地震預警系統，預警流程簡述：1.地震發生後，設置在學校的地震儀接收到訊號。2.估算出學校可能的震度，判斷是否發送警報。3.在劇烈搖晃前，學校的跑馬燈警示強度幾級的震波將在幾秒後到達。某次地震發生後，某學校跑馬燈的警示如圖(六)。圖(六)根據上述資訊，我們可以得知下列何者？(A)地震波到達後，會使學校持續搖晃13秒(B)地震波到達後，會使各縣市都有震度4級的搖晃(C)在劇烈搖晃前，大約有13秒的時間可以避難(D)在劇烈搖晃前，可得知此地震釋放的能量為規模4,0.9,0.4
115,自然,11,11.圖(八)記錄了某人盡力吸氣後、盡力呼氣後，肺部中分別容納的氣體量。依此圖判斷胸腔變化，下列敘述何者正確？(A)動作甲：橫膈上升且肋骨上舉(B)動作甲：橫膈下降且肋骨下降(C)動作乙：橫膈上升且肋骨下降(D)動作乙：橫膈下降且肋骨上舉,0.67,0.55
115,自然,12,12.下列實驗探討鹼的濃度對皂化反應的影響，步驟如下：1.準備四份30g的椰子油。2.配製四杯同體積、不同濃度的氫氧化鈉溶液。3.將四份椰子油分別都和固定量的乙醇混合，再加入上述的鹼，邊加熱邊攪拌直到溶液出現黏稠狀態為止，並停止實驗。4.將產物分離出來並測量其質量，結果如表(一)：表(一)從上述資訊，是否可知道鹼的濃度與反應速率之關係？(A)可以，鹼的濃度加倍，反應速率會變快為四倍(B)可以，鹼的濃度增加，反應速率會先增後微降(C)不行，因為本實驗所使用鹼的濃度並不相同(D)不行，因為實驗並未記錄各組反應所需的時間,0.63,0.56
115,自然,14,14.小芳連續14天朝南方觀察住家附近的月相，其中第8天到第14天的月相如圖(九)。圖(九)根據觀察結果，下列何者最可能是他前7天所觀察到的月相變化？(A)(B)(C)(D),0.81,0.41
115,自然,15,15.阿笙和朋友某日傍晚5點到海邊時，發現海水水位在當天最高的位置，便和朋友相約隔日再來。已知此地每天有兩次乾潮與兩次滿潮，若隔日他們想在海水退潮期間的一半到達此地，選擇下列哪個時段最合適？(A)上午5點～6點(B)上午8點～9點(C)上午11點～12點(D)下午2點～3點,0.47,0.4
115,自然,16,16.小忠被室友大勇的打鼾聲吵得無法入眠，因此決定用手機量測大勇睡著時的打鼾聲，以實際數據來呈現此問題，其過程如圖(十)：圖(十)以上對話中「……」處小忠說出下列哪一句話，最符合他想呈現的問題？(A)你發出70dB的打鼾聲(B)你發出250Hz的打鼾聲(C)你發出的打鼾聲每秒傳播340m(D)你發出的打鼾聲振動一次只要0.004秒,0.7,0.57
115,自然,18,18.將物品放入圖(十二)的量筒中，由物品放入前、後的液面刻度差，可知該物品的體積。下列何者適合以上述方法測量其體積？(A)(B)(C)(D),0.6,0.57
115,自然,21,21.某魚池中原僅有黑色鯉魚，小瑛將50隻紅色鯉魚放入此魚池。一段時間後，再由此魚池隨機捕捉50隻鯉魚，發現其中5隻為紅色鯉魚。若從放入鯉魚到捕捉前，沒有鯉魚遷入、遷出、出生、死亡，且根據捉放法計算出來的黑色鯉魚數量為X，則下列敘述何者正確？(A)X為500隻，此數值為黑色鯉魚的實際數量(B)X為500隻，此數值為黑色鯉魚的可能數量(C)X為450隻，此數值為黑色鯉魚的實際數量(D)X為450隻，此數值為黑色鯉魚的可能數量,0.55,0.34
